Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Arizona,09/08/2019,1.0,Scott Novak,Detroit Lions 27 @ Arizona Cardinals 27,9,59,5,34,2,10,2,15
LA Chargers,09/15/2019,2.0,Craig Wrolstad,Los Angeles Chargers 10 @ Detroit Lions 13,8,71,3,25,2,17,3,29
Philadelphia,09/22/2019,3.0,Tony Corrente,Detroit Lions 27 @ Philadelphia Eagles 24,9,61,3,15,5,41,1,5
Kansas City,09/29/2019,4.0,Walt Anderson,Kansas City Chiefs 34 @ Detroit Lions 30,8,48,2,14,6,34,0,0
Green Bay,10/14/2019,6.0,Clete Blakeman,Detroit Lions 22 @ Green Bay Packers 23,8,50,3,15,4,30,1,5
Minnesota,10/20/2019,7.0,Brad Rogers,Minnesota Vikings 42 @ Detroit Lions 30,8,67,3,30,3,22,2,15
N.Y. Giants,10/27/2019,8.0,Scott Novak,New York Giants 26 @ Detroit Lions 31,7,75,3,30,4,45,0,0
Oakland,11/03/2019,9.0,Shawn Hochuli,Detroit Lions 24 @ Oakland Raiders 31,5,35,3,25,2,10,0,0
Chicago,11/10/2019,10.0,Carl Cheffers,Detroit Lions 13 @ Chicago Bears 20,8,76,6,50,2,26,0,0
Dallas,11/17/2019,11.0,Tony Corrente,Dallas Cowboys 35 @ Detroit Lions 27,11,89,5,29,2,20,4,40
Washington,11/24/2019,12.0,Bill Vinovich,Detroit Lions 16 @ Washington Redskins 19,6,65,4,40,1,15,1,10
Chicago,11/28/2019,13.0,Jerome Boger,Chicago Bears 24 @ Detroit Lions 20,9,85,6,50,1,5,2,30
Minnesota,12/08/2019,14.0,Walt Anderson,Detroit Lions 7 @ Minnesota Vikings 20,4,28,1,10,3,18,0,0
Tampa Bay,12/15/2019,15.0,Adrian Hill,Tampa Bay Buccaneers 38 @ Detroit Lions 17,2,10,1,5,0,0,1,5
Denver,12/22/2019,16.0,Craig Wrolstad,Detroit Lions 17 @ Denver Broncos 27,7,68,1,5,4,38,2,25
Green Bay,12/29/2019,17.0,Shawn Hochuli,Green Bay Packers 23 @ Detroit Lions 20,4,50,3,35,1,15,0,0
Totals,,,,,113,937,52,412,42,346,19,179
