Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Pittsburgh,09/08/2019,1,Clete Blakeman,Pittsburgh Steelers 3 @ New England Patriots 33,7,55,3,30,4,25,0,0
Miami,09/15/2019,2,Bill Vinovich,New England Patriots 43 @ Miami Dolphins 0,5,54,3,24,1,15,1,15
N.Y. Jets,09/22/2019,3,Carl Cheffers,New York Jets 14 @ New England Patriots 30,8,70,4,40,2,20,2,10
Buffalo,09/29/2019,4,Craig Wrolstad,New England Patriots 16 @ Buffalo Bills 10,8,58,3,20,4,23,1,15
Washington,10/06/2019,5,Clay Martin,New England Patriots 33 @ Washington Redskins 7,7,55,3,25,1,5,3,25
N.Y. Giants,10/10/2019,6,Brad Allen,New York Giants 14 @ New England Patriots 35,3,20,2,15,1,5,0,0
N.Y. Jets,10/21/2019,7,Shawn Hochuli,New England Patriots 33 @ New York Jets 0,7,92,3,33,4,59,0,0
Cleveland,10/27/2019,8,Tony Corrente,Cleveland Browns 13 @ New England Patriots 27,4,32,1,5,2,22,1,5
Baltimore,11/03/2019,9,Carl Cheffers,New England Patriots 20 @ Baltimore Ravens 37,7,48,3,30,3,15,1,3
Philadelphia,11/17/2019,11,Bill Vinovich,New England Patriots 17 @ Philadelphia Eagles 10,6,89,1,10,5,79,0,0
Dallas,11/24/2019,12,Scott Novak,Dallas Cowboys 9 @ New England Patriots 13,6,56,3,20,2,31,1,5
Houston,12/01/2019,13,Tony Corrente,New England Patriots 22 @ Houston Texans 28,8,60,5,45,2,10,1,5
Kansas City,12/08/2019,14,Jerome Boger,Kansas City Chiefs 23 @ New England Patriots 16,5,25,1,5,4,20,0,0
Cincinnati,12/15/2019,15,Alex Kemp,New England Patriots 34 @ Cincinnati Bengals 13,4,30,1,5,3,25,0,0
Buffalo,12/21/2019,16,John Hussey,Buffalo Bills 17 @ New England Patriots 24,3,30,3,30,0,0,0,0
Miami,12/29/2019,17,Clay Martin,Miami Dolphins 27 @ New England Patriots 24,6,54,3,20,2,19,1,15
Tennessee,01/04/2020,Wildcard Weekend,John Hussey,Tennessee Titans 20 @ New England Patriots 13,3,28,1,5,1,18,1,5
Totals,,,,,97,856,43,362,41,391,13,103
