Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Giants,09/13/2009,1.0,Terry McAulay,Washington Redskins 17 @ New York Giants 23,4,32,0,0,3,22,1,10
St. Louis,09/20/2009,2.0,Jerome Boger,St. Louis Rams 7 @ Washington Redskins 9,5,35,3,15,2,20,0,0
Detroit,09/27/2009,3.0,Scott Green,Washington Redskins 14 @ Detroit Lions 19,9,97,4,26,4,62,1,9
Tampa Bay,10/04/2009,4.0,Ed Hochuli,Tampa Bay Buccaneers 13 @ Washington Redskins 16,4,40,4,40,0,0,0,0
Carolina,10/11/2009,5.0,Walt Coleman,Washington Redskins 17 @ Carolina Panthers 20,4,20,1,5,2,10,1,5
Kansas City,10/18/2009,6.0,Tony Corrente,Kansas City Chiefs 14 @ Washington Redskins 6,7,63,3,20,2,21,2,22
Philadelphia,10/26/2009,7.0,Bill Leavy,Philadelphia Eagles 27 @ Washington Redskins 17,6,60,3,25,1,15,2,20
Atlanta,11/08/2009,9.0,Ron Winter,Washington Redskins 17 @ Atlanta Falcons 31,10,88,4,29,4,39,2,20
Denver,11/15/2009,10.0,Pete Morelli,Denver Broncos 17 @ Washington Redskins 27,2,19,1,10,0,0,1,9
Dallas,11/22/2009,11.0,Al Riveron,Washington Redskins 6 @ Dallas Cowboys 7,5,27,4,20,0,0,1,7
Philadelphia,11/29/2009,12.0,Gene Steratore,Washington Redskins 24 @ Philadelphia Eagles 27,7,39,6,39,1,0,0,0
New Orleans,12/06/2009,13.0,Carl Cheffers,New Orleans Saints 33 @ Washington Redskins 30,2,15,1,10,1,5,0,0
Oakland,12/13/2009,14.0,Walt Anderson,Washington Redskins 34 @ Oakland Raiders 13,7,45,2,20,2,10,3,15
N.Y. Giants,12/21/2009,15.0,Walt Coleman,New York Giants 45 @ Washington Redskins 12,6,52,4,27,1,15,1,10
Dallas,12/27/2009,16.0,John Parry,Dallas Cowboys 17 @ Washington Redskins 0,4,33,2,20,1,5,1,8
San Diego,01/03/2010,17.0,Jeff Triplette,Washington Redskins 20 @ San Diego Chargers 23,3,14,2,9,0,0,1,5
Totals,,,,,85,679,44,315,24,224,17,140
