Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Washington,09/13/2020,1.0,Brad Rogers,Philadelphia Eagles 17 @ Washington Football Team 27,3,20,0,0,2,10,1,10
LA Rams,09/20/2020,2.0,Brad Allen,Los Angeles Rams 37 @ Philadelphia Eagles 19,5,30,1,5,3,15,1,10
Cincinnati,09/27/2020,3.0,Adrian Hill,Cincinnati Bengals 23 @ Philadelphia Eagles 23,11,93,3,25,5,43,3,25
San Francisco,10/04/2020,4.0,Bill Vinovich,Philadelphia Eagles 25 @ San Francisco 49ers 20,3,25,1,5,2,20,0,0
Pittsburgh,10/11/2020,5.0,Ron Torbert,Philadelphia Eagles 29 @ Pittsburgh Steelers 38,9,84,1,5,8,79,0,0
Baltimore,10/18/2020,6.0,Shawn Smith,Baltimore Ravens 30 @ Philadelphia Eagles 28,3,20,3,20,0,0,0,0
N.Y. Giants,10/22/2020,7.0,Adrian Hill,New York Giants 21 @ Philadelphia Eagles 22,7,75,4,46,3,29,0,0
Dallas,11/01/2020,8.0,Jerome Boger,Dallas Cowboys 9 @ Philadelphia Eagles 23,4,28,2,10,1,8,1,10
N.Y. Giants,11/15/2020,10.0,Clay Martin,Philadelphia Eagles 17 @ New York Giants 27,11,74,4,20,5,35,2,19
Cleveland,11/22/2020,11.0,Adrian Hill,Philadelphia Eagles 17 @ Cleveland Browns 22,5,33,1,5,4,28,0,0
Seattle,11/30/2020,12.0,Brad Allen,Seattle Seahawks 23 @ Philadelphia Eagles 17,9,79,3,20,5,54,1,5
Green Bay,12/06/2020,13.0,Bill Vinovich,Philadelphia Eagles 16 @ Green Bay Packers 30,4,40,3,30,0,0,1,10
New Orleans,12/13/2020,14.0,Jerome Boger,New Orleans Saints 21 @ Philadelphia Eagles 24,6,27,5,22,1,5,0,0
Arizona,12/20/2020,15.0,Craig Wrolstad,Philadelphia Eagles 26 @ Arizona Cardinals 33,9,69,4,25,5,44,0,0
Dallas,12/27/2020,16.0,Shawn Smith,Philadelphia Eagles 17 @ Dallas Cowboys 37,12,115,8,45,4,70,0,0
Washington,01/03/2021,17.0,Ron Torbert,Washington Football Team 20 @ Philadelphia Eagles 14,6,41,1,5,3,16,2,20
Totals,,,,,107,853,44,288,51,456,12,109
