Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Francisco,09/14/2015,1,Ed Hochuli,Minnesota Vikings 3 @ San Francisco 49ers 20,5,25,1,5,4,20,0,0
Detroit,09/20/2015,2,Bill Vinovich,Detroit Lions 16 @ Minnesota Vikings 26,10,97,4,35,6,62,0,0
San Diego,09/27/2015,3,Terry McAulay,San Diego Chargers 14 @ Minnesota Vikings 31,3,39,0,0,2,29,1,10
Denver,10/04/2015,4,Walt Coleman,Minnesota Vikings 20 @ Denver Broncos 23,9,63,2,20,6,38,1,5
Kansas City,10/18/2015,6,Jerome Boger,Kansas City Chiefs 10 @ Minnesota Vikings 16,5,50,2,10,2,30,1,10
Detroit,10/25/2015,7,Ed Hochuli,Minnesota Vikings 28 @ Detroit Lions 19,3,31,0,0,3,31,0,0
Chicago,11/01/2015,8,John Hussey,Minnesota Vikings 23 @ Chicago Bears 20,4,35,3,20,1,15,0,0
St. Louis,11/08/2015,9,Ron Torbert,St. Louis Rams 18 @ Minnesota Vikings 21,6,67,3,20,3,47,0,0
Oakland,11/15/2015,10,Tony Corrente,Minnesota Vikings 30 @ Oakland Raiders 14,3,15,1,5,0,0,2,10
Green Bay,11/22/2015,11,Walt Coleman,Green Bay Packers 30 @ Minnesota Vikings 13,8,110,3,25,3,60,2,25
Atlanta,11/29/2015,12,Clete Blakeman,Minnesota Vikings 20 @ Atlanta Falcons 10,9,53,2,20,6,23,1,10
Seattle,12/06/2015,13,Terry McAulay,Seattle Seahawks 38 @ Minnesota Vikings 7,9,95,5,55,3,30,1,10
Arizona,12/10/2015,14,Gene Steratore,Minnesota Vikings 20 @ Arizona Cardinals 23,3,25,1,10,1,5,1,10
Chicago,12/20/2015,15,Brad Allen,Chicago Bears 17 @ Minnesota Vikings 38,4,45,2,15,1,15,1,15
N.Y. Giants,12/27/2015,16,Tony Corrente,New York Giants 17 @ Minnesota Vikings 49,2,10,1,5,1,5,0,0
Green Bay,01/03/2016,17,Bill Vinovich,Minnesota Vikings 20 @ Green Bay Packers 13,5,37,1,5,3,22,1,10
Seattle,01/10/2016,Wildcard Weekend,Walt Coleman,Seattle Seahawks 10 @ Minnesota Vikings 9,2,46,0,0,2,46,0,0
Totals,,,,,90,843,31,250,47,478,12,115
