Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New Orleans,09/13/2020,1,Jerome Boger,Tampa Bay Buccaneers 23 @ New Orleans Saints 34,9,103,4,30,5,73,0,0
Carolina,09/20/2020,2,John Hussey,Carolina Panthers 17 @ Tampa Bay Buccaneers 31,5,37,2,20,3,17,0,0
Denver,09/27/2020,3,Land Clark,Tampa Bay Buccaneers 28 @ Denver Broncos 10,9,71,4,35,3,21,2,15
LA Chargers,10/04/2020,4,Brad Allen,Los Angeles Chargers 31 @ Tampa Bay Buccaneers 38,8,90,5,45,3,45,0,0
Chicago,10/08/2020,5,Alex Kemp,Tampa Bay Buccaneers 19 @ Chicago Bears 20,11,109,7,65,4,44,0,0
Green Bay,10/18/2020,6,Jerome Boger,Green Bay Packers 10 @ Tampa Bay Buccaneers 38,0,0,0,0,0,0,0,0
Las Vegas,10/25/2020,7,Scott Novak,Tampa Bay Buccaneers 45 @ Las Vegas Raiders 20,4,20,1,5,3,15,0,0
N.Y. Giants,11/02/2020,8,Brad Rogers,Tampa Bay Buccaneers 25 @ New York Giants 23,3,20,1,10,2,10,0,0
New Orleans,11/08/2020,9,John Hussey,New Orleans Saints 38 @ Tampa Bay Buccaneers 3,5,39,2,24,3,15,0,0
Carolina,11/15/2020,10,Land Clark,Tampa Bay Buccaneers 46 @ Carolina Panthers 23,3,30,2,15,1,15,0,0
LA Rams,11/23/2020,11,Jerome Boger,Los Angeles Rams 27 @ Tampa Bay Buccaneers 24,2,7,0,0,2,7,0,0
Kansas City,11/29/2020,12,Shawn Hochuli,Kansas City Chiefs 27 @ Tampa Bay Buccaneers 24,8,57,2,17,5,35,1,5
Minnesota,12/13/2020,14,Brad Allen,Minnesota Vikings 14 @ Tampa Bay Buccaneers 26,5,34,1,5,4,29,0,0
Atlanta,12/20/2020,15,Brad Rogers,Tampa Bay Buccaneers 31 @ Atlanta Falcons 27,1,10,0,0,0,0,1,10
Detroit,12/26/2020,16,Scott Novak,Tampa Bay Buccaneers 47 @ Detroit Lions 7,8,65,4,25,4,40,0,0
Atlanta,01/03/2021,17,Alex Kemp,Atlanta Falcons 27 @ Tampa Bay Buccaneers 44,3,23,0,0,3,23,0,0
Washington,01/09/2021,Wildcard Weekend,Scott Novak,Tampa Bay Buccaneers 31 @ Washington Football Team 23,3,24,1,5,2,19,0,0
New Orleans,01/17/2021,Divisional Playoffs,Shawn Hochuli,Tampa Bay Buccaneers 30 @ New Orleans Saints 20,7,62,2,15,5,47,0,0
Green Bay,01/24/2021,Conference Championships,Clete Blakeman,Tampa Bay Buccaneers 31 @ Green Bay Packers 26,2,8,0,0,2,8,0,0
Kansas City,02/07/2021,Super Bowl,Carl Cheffers,Kansas City Chiefs 9 @ Tampa Bay Buccaneers 31,4,39,0,0,4,39,0,0
Totals,,,,,100,848,38,316,58,502,4,30
