Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/08/2024,1.0,Land Clark,New England Patriots 16 @ Cincinnati Bengals 10,2,10,0,0,1,5,1,5
Kansas City,09/15/2024,2.0,Alex Kemp,Cincinnati Bengals 25 @ Kansas City Chiefs 26,8,79,5,40,3,39,0,0
Washington,09/23/2024,3.0,Brad Allen,Washington Commanders 38 @ Cincinnati Bengals 33,5,16,1,5,3,6,1,5
Carolina,09/29/2024,4.0,Adrian Hill,Cincinnati Bengals 34 @ Carolina Panthers 24,5,39,3,29,2,10,0,0
Baltimore,10/06/2024,5.0,Bill Vinovich,Baltimore Ravens 41 @ Cincinnati Bengals 38,4,24,3,14,1,10,0,0
N.Y. Giants,10/13/2024,6.0,Carl Cheffers,Cincinnati Bengals 17 @ New York Giants 7,6,67,2,24,3,40,1,3
Cleveland,10/20/2024,7.0,Ron Torbert,Cincinnati Bengals 21 @ Cleveland Browns 14,3,37,2,15,1,22,0,0
Philadelphia,10/27/2024,8.0,Scott Novak,Philadelphia Eagles 37 @ Cincinnati Bengals 17,1,3,0,0,1,3,0,0
Las Vegas,11/03/2024,9.0,Brad Rogers,Las Vegas Raiders 24 @ Cincinnati Bengals 41,7,60,2,10,3,43,2,7
Baltimore,11/07/2024,10.0,Clete Blakeman,Cincinnati Bengals 34 @ Baltimore Ravens 35,3,23,1,10,1,5,1,8
LA Chargers,11/17/2024,11.0,Brad Allen,Cincinnati Bengals 27 @ Los Angeles Chargers 34,8,56,3,25,4,26,1,5
Pittsburgh,12/01/2024,13.0,Shawn Hochuli,Pittsburgh Steelers 44 @ Cincinnati Bengals 38,11,101,5,29,6,72,0,0
Dallas,12/09/2024,14.0,Scott Novak,Cincinnati Bengals 27 @ Dallas Cowboys 20,10,77,6,50,1,5,3,22
Tennessee,12/15/2024,15.0,Craig Wrolstad,Cincinnati Bengals 37 @ Tennessee Titans 27,14,113,10,54,4,59,0,0
Cleveland,12/22/2024,16.0,Brad Rogers,Cleveland Browns 6 @ Cincinnati Bengals 24,5,35,1,5,3,25,1,5
Denver,12/28/2024,17.0,Adrian Hill,Denver Broncos 24 @ Cincinnati Bengals 30,3,15,3,15,0,0,0,0
Pittsburgh,01/04/2025,18.0,John Hussey,Cincinnati Bengals 19 @ Pittsburgh Steelers 17,6,25,3,15,2,10,1,0
Totals,,,,,101,780,50,340,39,380,12,60
