Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Jets,09/09/2012,1.0,Robert Frazer,Buffalo Bills 28 @ New York Jets 48,6,34,4,24,1,5,1,5
Kansas City,09/16/2012,2.0,Robert Dalton,Kansas City Chiefs 17 @ Buffalo Bills 35,5,50,2,20,2,20,1,10
Cleveland,09/23/2012,3.0,David Scott,Buffalo Bills 24 @ Cleveland Browns 14,10,75,5,40,4,20,1,15
New England,09/30/2012,4.0,John Parry,New England Patriots 52 @ Buffalo Bills 28,3,17,2,10,1,7,0,0
San Francisco,10/07/2012,5.0,Jerome Boger,Buffalo Bills 3 @ San Francisco 49ers 45,5,30,0,0,3,15,2,15
Arizona,10/14/2012,6.0,Al Riveron,Buffalo Bills 19 @ Arizona Cardinals 16,5,39,1,14,1,5,3,20
Tennessee,10/21/2012,7.0,Mike Carey,Tennessee Titans 35 @ Buffalo Bills 34,8,65,4,35,2,10,2,20
Houston,11/04/2012,9.0,Bill Vinovich,Buffalo Bills 9 @ Houston Texans 21,3,15,2,10,1,5,0,0
New England,11/11/2012,10.0,Bill Leavy,Buffalo Bills 31 @ New England Patriots 37,14,148,7,48,5,79,2,21
Miami,11/15/2012,11.0,Jeff Triplette,Miami Dolphins 14 @ Buffalo Bills 19,11,100,2,15,7,65,2,20
Indianapolis,11/25/2012,12.0,Ed Hochuli,Buffalo Bills 13 @ Indianapolis Colts 20,4,46,0,0,3,36,1,10
Jacksonville,12/02/2012,13.0,Pete Morelli,Jacksonville Jaguars 18 @ Buffalo Bills 34,9,100,2,15,7,85,0,0
St. Louis,12/09/2012,14.0,Gene Steratore,St. Louis Rams 15 @ Buffalo Bills 12,2,15,0,0,2,15,0,0
Seattle,12/16/2012,15.0,Scott Green,Seattle Seahawks 50 @ Buffalo Bills 17,4,20,4,20,0,0,0,0
Miami,12/23/2012,16.0,Walt Anderson,Buffalo Bills 10 @ Miami Dolphins 24,11,93,7,50,3,29,1,14
N.Y. Jets,12/30/2012,17.0,Terry McAulay,New York Jets 9 @ Buffalo Bills 28,4,24,1,10,2,9,1,5
Totals,,,,,104,871,43,311,44,405,17,155
