Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Diego,09/14/2009,1.0,Carl Cheffers,San Diego Chargers 24 @ Oakland Raiders 20,6,40,5,35,1,5,0,0
Kansas City,09/20/2009,2.0,Walt Anderson,Oakland Raiders 13 @ Kansas City Chiefs 10,7,45,4,20,3,25,0,0
Denver,09/27/2009,3.0,Ed Hochuli,Denver Broncos 23 @ Oakland Raiders 3,6,53,3,25,3,28,0,0
Houston,10/04/2009,4.0,Don Carey,Oakland Raiders 6 @ Houston Texans 29,9,60,4,20,4,35,1,5
N.Y. Giants,10/11/2009,5.0,John Parry,Oakland Raiders 7 @ New York Giants 44,7,67,2,15,4,37,1,15
Philadelphia,10/18/2009,6.0,Pete Morelli,Philadelphia Eagles 9 @ Oakland Raiders 13,3,23,1,5,2,18,0,0
N.Y. Jets,10/25/2009,7.0,Gene Steratore,New York Jets 38 @ Oakland Raiders 0,3,24,0,0,2,14,1,10
San Diego,11/01/2009,8.0,Terry McAulay,Oakland Raiders 16 @ San Diego Chargers 24,6,31,4,21,2,10,0,0
Kansas City,11/15/2009,10.0,Mike Carey,Kansas City Chiefs 16 @ Oakland Raiders 10,10,88,4,30,5,48,1,10
Cincinnati,11/22/2009,11.0,Don Carey,Cincinnati Bengals 17 @ Oakland Raiders 20,3,13,0,0,3,13,0,0
Dallas,11/26/2009,12.0,Carl Cheffers,Oakland Raiders 7 @ Dallas Cowboys 24,7,70,2,25,2,20,3,25
Pittsburgh,12/06/2009,13.0,Jerome Boger,Oakland Raiders 27 @ Pittsburgh Steelers 24,9,70,7,55,1,5,1,10
Washington,12/13/2009,14.0,Walt Anderson,Washington Redskins 34 @ Oakland Raiders 13,14,118,4,30,6,43,4,45
Denver,12/20/2009,15.0,Al Riveron,Oakland Raiders 20 @ Denver Broncos 19,9,62,5,35,2,7,2,20
Cleveland,12/27/2009,16.0,Jeff Triplette,Oakland Raiders 9 @ Cleveland Browns 23,13,126,6,57,5,58,2,11
Baltimore,01/03/2010,17.0,Tony Corrente,Baltimore Ravens 21 @ Oakland Raiders 13,5,30,3,15,0,0,2,15
Totals,,,,,117,920,54,388,45,366,18,166
