Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tampa Bay,09/11/2011,1,Walt Anderson,Detroit Lions 27 @ Tampa Bay Buccaneers 20,8,68,5,45,3,23,0,0
Kansas City,09/18/2011,2,Tony Corrente,Kansas City Chiefs 3 @ Detroit Lions 48,4,35,3,30,1,5,0,0
Minnesota,09/25/2011,3,Ron Winter,Detroit Lions 26 @ Minnesota Vikings 23,7,65,3,20,1,15,3,30
Dallas,10/02/2011,4,John Parry,Detroit Lions 34 @ Dallas Cowboys 30,10,75,6,45,4,30,0,0
Chicago,10/10/2011,5,Clete Blakeman,Chicago Bears 13 @ Detroit Lions 24,12,94,3,25,8,59,1,10
San Francisco,10/16/2011,6,Mike Carey,San Francisco 49ers 25 @ Detroit Lions 19,6,54,5,40,1,14,0,0
Atlanta,10/23/2011,7,Bill Leavy,Atlanta Falcons 23 @ Detroit Lions 16,10,84,2,20,8,64,0,0
Denver,10/30/2011,8,Walt Coleman,Detroit Lions 45 @ Denver Broncos 10,4,45,1,10,2,30,1,5
Chicago,11/13/2011,10,Pete Morelli,Detroit Lions 13 @ Chicago Bears 37,4,53,1,10,3,43,0,0
Carolina,11/20/2011,11,Gene Steratore,Carolina Panthers 35 @ Detroit Lions 49,8,56,3,20,4,31,1,5
Green Bay,11/24/2011,12,Terry McAulay,Green Bay Packers 27 @ Detroit Lions 15,11,82,4,45,6,32,1,5
New Orleans,12/04/2011,13,Clete Blakeman,Detroit Lions 17 @ New Orleans Saints 31,11,107,7,74,2,10,2,23
Minnesota,12/11/2011,14,John Parry,Minnesota Vikings 28 @ Detroit Lions 34,10,76,6,45,3,21,1,10
Oakland,12/18/2011,15,Bill Leavy,Detroit Lions 28 @ Oakland Raiders 27,9,72,2,20,6,47,1,5
San Diego,12/24/2011,16,Ed Hochuli,San Diego Chargers 10 @ Detroit Lions 38,3,8,2,6,0,0,1,2
Green Bay,01/01/2012,17,Walt Coleman,Detroit Lions 41 @ Green Bay Packers 45,11,101,5,40,4,36,2,25
New Orleans,01/07/2012,Wildcard Weekend,Tony Corrente,Detroit Lions 28 @ New Orleans Saints 45,7,64,2,15,4,39,1,10
Totals,,,,,135,1139,60,510,60,499,15,130
