Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Jets,09/10/2018,1.0,Bill Vinovich,New York Jets 48 @ Detroit Lions 17,3,15,2,10,1,5,0,0
San Francisco,09/16/2018,2.0,Shawn Hochuli,Detroit Lions 27 @ San Francisco 49ers 30,10,105,3,35,4,35,3,35
New England,09/23/2018,3.0,Clete Blakeman,New England Patriots 10 @ Detroit Lions 26,6,70,2,20,2,30,2,20
Dallas,09/30/2018,4.0,Walt Coleman,Detroit Lions 24 @ Dallas Cowboys 26,8,58,2,18,5,35,1,5
Green Bay,10/07/2018,5.0,Pete Morelli,Green Bay Packers 23 @ Detroit Lions 31,8,71,6,45,1,21,1,5
Miami,10/21/2018,7.0,Jerome Boger,Detroit Lions 32 @ Miami Dolphins 21,6,43,2,25,3,13,1,5
Seattle,10/28/2018,8.0,Walt Anderson,Seattle Seahawks 28 @ Detroit Lions 14,4,32,0,0,1,5,3,27
Minnesota,11/04/2018,9.0,Pete Morelli,Detroit Lions 9 @ Minnesota Vikings 24,8,66,1,5,4,26,3,35
Chicago,11/11/2018,10.0,Alex Kemp,Detroit Lions 22 @ Chicago Bears 34,6,41,1,10,4,21,1,10
Carolina,11/18/2018,11.0,Clay Martin,Carolina Panthers 19 @ Detroit Lions 20,1,5,0,0,0,0,1,5
Chicago,11/22/2018,12.0,Brad Allen,Chicago Bears 23 @ Detroit Lions 16,5,54,2,10,3,44,0,0
LA Rams,12/02/2018,13.0,John Parry,Los Angeles Rams 30 @ Detroit Lions 16,8,54,4,35,3,14,1,5
Arizona,12/09/2018,14.0,Shawn Hochuli,Detroit Lions 17 @ Arizona Cardinals 3,7,68,3,30,3,28,1,10
Buffalo,12/16/2018,15.0,Jerome Boger,Detroit Lions 13 @ Buffalo Bills 14,4,81,0,0,3,71,1,10
Minnesota,12/23/2018,16.0,Walt Anderson,Minnesota Vikings 27 @ Detroit Lions 9,7,55,3,21,1,4,3,30
Green Bay,12/30/2018,17.0,Alex Kemp,Detroit Lions 31 @ Green Bay Packers 0,3,34,2,19,1,15,0,0
Totals,,,,,94,852,33,283,39,367,22,202
