Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/08/2013,1,Bill Vinovich,Oakland Raiders 17 @ Indianapolis Colts 21,3,31,1,15,2,16,0,0
Miami,09/15/2013,2,Clete Blakeman,Miami Dolphins 24 @ Indianapolis Colts 20,3,13,1,5,0,0,2,8
San Francisco,09/22/2013,3,Terry McAulay,Indianapolis Colts 27 @ San Francisco 49ers 7,1,10,1,10,0,0,0,0
Jacksonville,09/29/2013,4,John Parry,Indianapolis Colts 37 @ Jacksonville Jaguars 3,7,58,2,20,4,28,1,10
Seattle,10/06/2013,5,Ron Winter,Seattle Seahawks 28 @ Indianapolis Colts 34,3,35,1,10,0,0,2,25
San Diego,10/14/2013,6,Pete Morelli,Indianapolis Colts 9 @ San Diego Chargers 19,5,28,1,4,3,15,1,9
Denver,10/20/2013,7,Carl Cheffers,Denver Broncos 33 @ Indianapolis Colts 39,6,52,1,5,2,27,3,20
Houston,11/03/2013,9,Bill Vinovich,Indianapolis Colts 27 @ Houston Texans 24,3,15,1,5,0,0,2,10
St. Louis,11/10/2013,10,Terry McAulay,St. Louis Rams 38 @ Indianapolis Colts 8,2,20,1,10,0,0,1,10
Tennessee,11/14/2013,11,Mike Carey,Indianapolis Colts 30 @ Tennessee Titans 27,5,51,1,5,3,41,1,5
Arizona,11/24/2013,12,Bill Leavy,Indianapolis Colts 11 @ Arizona Cardinals 40,6,89,1,10,4,74,1,5
Tennessee,12/01/2013,13,Walt Coleman,Tennessee Titans 14 @ Indianapolis Colts 22,7,50,4,25,3,25,0,0
Cincinnati,12/08/2013,14,Jeff Triplette,Indianapolis Colts 28 @ Cincinnati Bengals 42,6,47,0,0,6,47,0,0
Houston,12/15/2013,15,Jerome Boger,Houston Texans 3 @ Indianapolis Colts 25,4,36,2,16,0,0,2,20
Kansas City,12/22/2013,16,Tony Corrente,Indianapolis Colts 23 @ Kansas City Chiefs 7,3,31,1,10,2,21,0,0
Jacksonville,12/29/2013,17,Pete Morelli,Jacksonville Jaguars 10 @ Indianapolis Colts 30,2,10,2,10,0,0,0,0
Kansas City,01/04/2014,Wildcard Weekend,Walt Anderson,Kansas City Chiefs 44 @ Indianapolis Colts 45,4,19,1,5,3,14,0,0
New England,01/11/2014,Divisional Playoffs,Pete Morelli,Indianapolis Colts 22 @ New England Patriots 43,4,42,1,5,2,32,1,5
Totals,,,,,74,637,23,170,34,340,17,127
