Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/12/2021,1.0,Clete Blakeman,Miami Dolphins 17 @ New England Patriots 16,5,28,3,14,2,14,0,0
Buffalo,09/19/2021,2.0,Craig Wrolstad,Buffalo Bills 35 @ Miami Dolphins 0,9,83,5,35,3,38,1,10
Las Vegas,09/26/2021,3.0,Carl Cheffers,Miami Dolphins 28 @ Las Vegas Raiders 31,8,68,3,30,3,34,2,4
Indianapolis,10/03/2021,4.0,Alex Kemp,Indianapolis Colts 27 @ Miami Dolphins 17,5,32,1,10,2,12,2,10
Tampa Bay,10/10/2021,5.0,Jerome Boger,Miami Dolphins 17 @ Tampa Bay Buccaneers 45,5,37,1,5,4,32,0,0
Jacksonville,10/17/2021,6.0,John Hussey,Miami Dolphins 20 @ Jacksonville Jaguars 23,7,55,6,40,1,15,0,0
Atlanta,10/24/2021,7.0,Scott Novak,Atlanta Falcons 30 @ Miami Dolphins 28,6,44,4,30,1,4,1,10
Buffalo,10/31/2021,8.0,Shawn Smith,Miami Dolphins 11 @ Buffalo Bills 26,9,58,4,25,5,33,0,0
Houston,11/07/2021,9.0,Adrian Hill,Houston Texans 9 @ Miami Dolphins 17,2,13,0,0,0,0,2,13
Baltimore,11/11/2021,10.0,Ron Torbert,Baltimore Ravens 10 @ Miami Dolphins 22,11,97,6,40,4,52,1,5
N.Y. Jets,11/21/2021,11.0,Alex Kemp,Miami Dolphins 24 @ New York Jets 17,8,62,4,22,1,15,3,25
Carolina,11/28/2021,12.0,John Hussey,Carolina Panthers 10 @ Miami Dolphins 33,5,35,5,35,0,0,0,0
N.Y. Giants,12/05/2021,13.0,Brad Allen,New York Giants 9 @ Miami Dolphins 20,3,15,1,5,1,5,1,5
N.Y. Jets,12/19/2021,15.0,Ron Torbert,New York Jets 24 @ Miami Dolphins 31,5,45,3,24,2,21,0,0
New Orleans,12/27/2021,16.0,Adrian Hill,Miami Dolphins 20 @ New Orleans Saints 3,7,65,4,35,2,20,1,10
Tennessee,01/02/2022,17.0,Shawn Smith,Miami Dolphins 3 @ Tennessee Titans 34,5,55,2,20,2,20,1,15
New England,01/09/2022,18.0,Alex Kemp,New England Patriots 24 @ Miami Dolphins 33,5,33,1,5,3,23,1,5
Totals,,,,,105,825,53,375,36,338,16,112
