Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New Orleans,09/13/2015,1,Walt Anderson,New Orleans Saints 19 @ Arizona Cardinals 31,5,30,1,10,2,10,2,10
Chicago,09/20/2015,2,Jerome Boger,Arizona Cardinals 48 @ Chicago Bears 23,8,58,3,20,4,33,1,5
San Francisco,09/27/2015,3,Tony Corrente,San Francisco 49ers 7 @ Arizona Cardinals 47,4,24,3,19,0,0,1,5
St. Louis,10/04/2015,4,John Parry,St. Louis Rams 24 @ Arizona Cardinals 22,3,20,2,15,1,5,0,0
Detroit,10/11/2015,5,Gene Steratore,Arizona Cardinals 42 @ Detroit Lions 17,9,70,4,35,5,35,0,0
Pittsburgh,10/18/2015,6,Ed Hochuli,Arizona Cardinals 13 @ Pittsburgh Steelers 25,9,111,4,51,4,50,1,10
Baltimore,10/26/2015,7,Ron Torbert,Baltimore Ravens 18 @ Arizona Cardinals 26,4,40,2,22,1,13,1,5
Cleveland,11/01/2015,8,Walt Coleman,Arizona Cardinals 34 @ Cleveland Browns 20,5,25,2,10,3,15,0,0
Seattle,11/15/2015,10,Clete Blakeman,Arizona Cardinals 39 @ Seattle Seahawks 32,9,71,5,32,2,19,2,20
Cincinnati,11/22/2015,11,Terry McAulay,Cincinnati Bengals 31 @ Arizona Cardinals 34,7,40,3,20,4,20,0,0
San Francisco,11/29/2015,12,Pete Morelli,Arizona Cardinals 19 @ San Francisco 49ers 13,7,47,7,47,0,0,0,0
St. Louis,12/06/2015,13,Bill Vinovich,Arizona Cardinals 27 @ St. Louis Rams 3,3,25,3,25,0,0,0,0
Minnesota,12/10/2015,14,Gene Steratore,Minnesota Vikings 20 @ Arizona Cardinals 23,4,30,0,0,4,30,0,0
Philadelphia,12/20/2015,15,Tony Corrente,Arizona Cardinals 40 @ Philadelphia Eagles 17,1,10,1,10,0,0,0,0
Green Bay,12/27/2015,16,Terry McAulay,Green Bay Packers 8 @ Arizona Cardinals 38,10,119,2,15,8,104,0,0
Seattle,01/03/2016,17,Brad Allen,Seattle Seahawks 36 @ Arizona Cardinals 6,6,43,2,10,2,10,2,23
Green Bay,01/16/2016,Divisional Playoffs,Clete Blakeman,Green Bay Packers 20 @ Arizona Cardinals 26,3,26,2,20,1,6,0,0
Carolina,01/24/2016,Conference Championships,Bill Vinovich,Arizona Cardinals 15 @ Carolina Panthers 49,8,51,2,20,4,16,2,15
Totals,,,,,105,840,48,381,45,366,12,93
