Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Carolina,09/10/2023,1.0,Brad Rogers,Carolina Panthers 10 @ Atlanta Falcons 24,6,43,4,30,2,13,0,0
Green Bay,09/17/2023,2.0,Tra Blake,Green Bay Packers 24 @ Atlanta Falcons 25,6,110,3,18,3,92,0,0
Detroit,09/24/2023,3.0,Land Clark,Atlanta Falcons 6 @ Detroit Lions 20,4,24,1,5,2,9,1,10
Jacksonville,10/01/2023,4.0,Craig Wrolstad,Atlanta Falcons 7 @ Jacksonville Jaguars 23,3,50,2,10,1,40,0,0
Houston,10/08/2023,5.0,Shawn Hochuli,Houston Texans 19 @ Atlanta Falcons 21,7,55,3,30,2,10,2,15
Washington,10/15/2023,6.0,Clete Blakeman,Washington Commanders 24 @ Atlanta Falcons 16,4,31,3,26,1,5,0,0
Tampa Bay,10/22/2023,7.0,Ron Torbert,Atlanta Falcons 16 @ Tampa Bay Buccaneers 13,9,60,2,15,6,40,1,5
Tennessee,10/29/2023,8.0,Clay Martin,Atlanta Falcons 23 @ Tennessee Titans 28,3,15,2,10,1,5,0,0
Minnesota,11/05/2023,9.0,Shawn Smith,Minnesota Vikings 31 @ Atlanta Falcons 28,8,62,6,45,2,17,0,0
Arizona,11/12/2023,10.0,Craig Wrolstad,Atlanta Falcons 23 @ Arizona Cardinals 25,4,43,3,30,1,13,0,0
New Orleans,11/26/2023,12.0,Brad Allen,New Orleans Saints 15 @ Atlanta Falcons 24,5,35,1,5,3,25,1,5
N.Y. Jets,12/03/2023,13.0,Ron Torbert,Atlanta Falcons 13 @ New York Jets 8,6,55,3,25,2,20,1,10
Tampa Bay,12/10/2023,14.0,Alex Kemp,Tampa Bay Buccaneers 29 @ Atlanta Falcons 25,2,10,1,5,1,5,0,0
Carolina,12/17/2023,15.0,Land Clark,Atlanta Falcons 7 @ Carolina Panthers 9,4,25,0,0,2,15,2,10
Indianapolis,12/24/2023,16.0,Alan Eck,Indianapolis Colts 10 @ Atlanta Falcons 29,4,35,2,10,2,25,0,0
Chicago,12/31/2023,17.0,Adrian Hill,Atlanta Falcons 17 @ Chicago Bears 37,1,15,0,0,0,0,1,15
New Orleans,01/07/2024,18.0,John Hussey,Atlanta Falcons 17 @ New Orleans Saints 48,8,75,4,40,4,35,0,0
Totals,,,,,84,743,40,304,35,369,9,70
