Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Atlanta,09/13/2020,1,Shawn Hochuli,Seattle Seahawks 38 @ Atlanta Falcons 25,6,46,5,35,1,11,0,0
New England,09/20/2020,2,Craig Wrolstad,New England Patriots 30 @ Seattle Seahawks 35,9,68,7,54,2,14,0,0
Dallas,09/27/2020,3,Carl Cheffers,Dallas Cowboys 31 @ Seattle Seahawks 38,5,30,3,20,2,10,0,0
Miami,10/04/2020,4,Scott Novak,Seattle Seahawks 31 @ Miami Dolphins 23,0,0,0,0,0,0,0,0
Minnesota,10/11/2020,5,Tony Corrente,Minnesota Vikings 26 @ Seattle Seahawks 27,3,25,1,5,2,20,0,0
Arizona,10/25/2020,7,John Hussey,Seattle Seahawks 34 @ Arizona Cardinals 37,8,78,4,30,2,23,2,25
San Francisco,11/01/2020,8,Craig Wrolstad,San Francisco 49ers 27 @ Seattle Seahawks 37,6,30,2,5,4,25,0,0
Buffalo,11/08/2020,9,Shawn Smith,Seattle Seahawks 34 @ Buffalo Bills 44,4,13,0,0,4,13,0,0
LA Rams,11/15/2020,10,Clete Blakeman,Seattle Seahawks 16 @ Los Angeles Rams 23,4,23,3,20,1,3,0,0
Arizona,11/19/2020,11,Tony Corrente,Arizona Cardinals 21 @ Seattle Seahawks 28,8,79,5,34,2,30,1,15
Philadelphia,11/30/2020,12,Brad Allen,Seattle Seahawks 23 @ Philadelphia Eagles 17,8,83,4,35,4,48,0,0
N.Y. Giants,12/06/2020,13,Craig Wrolstad,New York Giants 17 @ Seattle Seahawks 12,6,41,3,21,1,5,2,15
N.Y. Jets,12/13/2020,14,Scott Novak,New York Jets 3 @ Seattle Seahawks 40,4,35,2,20,1,5,1,10
Washington,12/20/2020,15,Adrian Hill,Seattle Seahawks 20 @ Washington Football Team 15,4,45,2,15,2,30,0,0
LA Rams,12/27/2020,16,Bill Vinovich,Los Angeles Rams 9 @ Seattle Seahawks 20,5,31,2,10,1,5,2,16
San Francisco,01/03/2021,17,Tony Corrente,Seattle Seahawks 26 @ San Francisco 49ers 23,4,35,2,10,1,15,1,10
LA Rams,01/09/2021,Wildcard Weekend,John Hussey,Los Angeles Rams 30 @ Seattle Seahawks 20,9,60,7,50,1,5,1,5
Totals,,,,,93,722,52,364,31,262,10,96
