Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/13/2009,1.0,Tony Corrente,Jacksonville Jaguars 12 @ Indianapolis Colts 14,3,24,1,4,2,20,0,0
Arizona,09/20/2009,2.0,Gene Steratore,Arizona Cardinals 31 @ Jacksonville Jaguars 17,8,50,4,20,2,10,2,20
Houston,09/27/2009,3.0,Ron Winter,Jacksonville Jaguars 31 @ Houston Texans 24,5,40,2,15,1,15,2,10
Tennessee,10/04/2009,4.0,Al Riveron,Tennessee Titans 17 @ Jacksonville Jaguars 37,4,30,3,25,1,5,0,0
Seattle,10/11/2009,5.0,Scott Green,Jacksonville Jaguars 0 @ Seattle Seahawks 41,9,73,2,10,4,30,3,33
St. Louis,10/18/2009,6.0,Jeff Triplette,St. Louis Rams 20 @ Jacksonville Jaguars 23,2,10,1,5,1,5,0,0
Tennessee,11/01/2009,8.0,Pete Morelli,Jacksonville Jaguars 13 @ Tennessee Titans 30,2,27,2,27,0,0,0,0
Kansas City,11/08/2009,9.0,Bill Leavy,Kansas City Chiefs 21 @ Jacksonville Jaguars 24,5,31,2,11,1,5,2,15
N.Y. Jets,11/15/2009,10.0,Ed Hochuli,Jacksonville Jaguars 24 @ New York Jets 22,5,40,1,5,2,15,2,20
Buffalo,11/22/2009,11.0,Mike Carey,Buffalo Bills 15 @ Jacksonville Jaguars 18,6,50,2,15,2,20,2,15
San Francisco,11/29/2009,12.0,John Parry,Jacksonville Jaguars 3 @ San Francisco 49ers 20,6,60,5,45,1,15,0,0
Houston,12/06/2009,13.0,Terry McAulay,Houston Texans 18 @ Jacksonville Jaguars 23,4,45,2,15,2,30,0,0
Miami,12/13/2009,14.0,Walt Coleman,Miami Dolphins 14 @ Jacksonville Jaguars 10,2,10,1,5,0,0,1,5
Indianapolis,12/17/2009,15.0,Walt Anderson,Indianapolis Colts 35 @ Jacksonville Jaguars 31,4,22,3,13,0,0,1,9
New England,12/27/2009,16.0,Don Carey,Jacksonville Jaguars 7 @ New England Patriots 35,1,5,1,5,0,0,0,0
Cleveland,01/03/2010,17.0,Pete Morelli,Jacksonville Jaguars 17 @ Cleveland Browns 23,3,20,2,15,1,5,0,0
Totals,,,,,69,537,34,235,20,175,15,127
