Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Green Bay,09/10/2023,1.0,Craig Wrolstad,Green Bay Packers 38 @ Chicago Bears 20,7,61,5,35,0,0,2,26
Tampa Bay,09/17/2023,2.0,Bill Vinovich,Chicago Bears 17 @ Tampa Bay Buccaneers 27,5,28,3,16,2,12,0,0
Kansas City,09/24/2023,3.0,Alan Eck,Chicago Bears 10 @ Kansas City Chiefs 41,6,32,2,10,4,22,0,0
Denver,10/01/2023,4.0,Carl Cheffers,Denver Broncos 31 @ Chicago Bears 28,10,91,8,61,2,30,0,0
Washington,10/05/2023,5.0,Scott Novak,Chicago Bears 40 @ Washington Commanders 20,3,35,1,5,2,30,0,0
Minnesota,10/15/2023,6.0,Brad Allen,Minnesota Vikings 19 @ Chicago Bears 13,5,29,1,4,2,10,2,15
Las Vegas,10/22/2023,7.0,Clay Martin,Las Vegas Raiders 12 @ Chicago Bears 30,9,110,6,45,3,65,0,0
LA Chargers,10/29/2023,8.0,Brad Rogers,Chicago Bears 13 @ Los Angeles Chargers 30,7,53,3,20,3,18,1,15
New Orleans,11/05/2023,9.0,Ron Torbert,Chicago Bears 17 @ New Orleans Saints 24,8,71,6,50,1,6,1,15
Carolina,11/09/2023,10.0,Clete Blakeman,Carolina Panthers 13 @ Chicago Bears 16,7,44,3,24,3,15,1,5
Detroit,11/19/2023,11.0,Scott Novak,Chicago Bears 26 @ Detroit Lions 31,6,69,4,26,1,34,1,9
Minnesota,11/27/2023,12.0,Alex Kemp,Chicago Bears 12 @ Minnesota Vikings 10,7,76,2,10,5,66,0,0
Detroit,12/10/2023,14.0,Tra Blake,Detroit Lions 13 @ Chicago Bears 28,4,35,2,20,2,15,0,0
Cleveland,12/17/2023,15.0,Brad Allen,Chicago Bears 17 @ Cleveland Browns 20,4,19,2,9,1,5,1,5
Arizona,12/24/2023,16.0,John Hussey,Arizona Cardinals 16 @ Chicago Bears 27,5,35,3,25,1,5,1,5
Atlanta,12/31/2023,17.0,Adrian Hill,Atlanta Falcons 17 @ Chicago Bears 37,5,55,3,25,2,30,0,0
Green Bay,01/07/2024,18.0,Carl Cheffers,Chicago Bears 9 @ Green Bay Packers 17,1,10,1,10,0,0,0,0
Totals,,,,,99,853,55,395,34,363,10,95
