Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Detroit,09/10/2017,1.0,Walt Anderson,Arizona Cardinals 23 @ Detroit Lions 35,7,55,5,50,1,5,1,0
Indianapolis,09/17/2017,2.0,Carl Cheffers,Arizona Cardinals 16 @ Indianapolis Colts 13,6,41,2,15,1,5,3,21
Dallas,09/25/2017,3.0,Craig Wrolstad,Dallas Cowboys 28 @ Arizona Cardinals 17,6,50,2,20,4,30,0,0
San Francisco,10/01/2017,4.0,Tony Corrente,San Francisco 49ers 15 @ Arizona Cardinals 18,10,80,4,40,3,16,3,24
Philadelphia,10/08/2017,5.0,John Hussey,Arizona Cardinals 7 @ Philadelphia Eagles 34,7,61,2,15,3,26,2,20
Tampa Bay,10/15/2017,6.0,Gene Steratore,Tampa Bay Buccaneers 33 @ Arizona Cardinals 38,7,61,4,45,2,11,1,5
LA Rams,10/22/2017,7.0,Brad Allen,Arizona Cardinals 0 @ Los Angeles Rams 33,10,65,3,20,7,45,0,0
San Francisco,11/05/2017,9.0,Craig Wrolstad,Arizona Cardinals 20 @ San Francisco 49ers 10,2,25,1,10,1,15,0,0
Seattle,11/09/2017,10.0,Walt Anderson,Seattle Seahawks 22 @ Arizona Cardinals 16,9,58,3,18,2,20,4,20
Houston,11/19/2017,11.0,Ed Hochuli,Arizona Cardinals 21 @ Houston Texans 31,10,90,4,40,3,25,3,25
Jacksonville,11/26/2017,12.0,Clete Blakeman,Jacksonville Jaguars 24 @ Arizona Cardinals 27,10,98,4,20,5,68,1,10
LA Rams,12/03/2017,13.0,Ron Torbert,Los Angeles Rams 32 @ Arizona Cardinals 16,4,25,2,15,2,10,0,0
Tennessee,12/10/2017,14.0,Jerome Boger,Tennessee Titans 7 @ Arizona Cardinals 12,5,30,1,10,4,20,0,0
Washington,12/17/2017,15.0,Pete Morelli,Arizona Cardinals 15 @ Washington Redskins 20,8,71,4,30,3,36,1,5
N.Y. Giants,12/24/2017,16.0,John Parry,New York Giants 0 @ Arizona Cardinals 23,6,45,3,25,3,20,0,0
Seattle,12/31/2017,17.0,Walt Coleman,Arizona Cardinals 26 @ Seattle Seahawks 24,4,25,2,10,1,5,1,10
Totals,,,,,111,880,46,383,45,357,20,140
