Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/10/2017,1,Jerome Boger,Oakland Raiders 26 @ Tennessee Titans 16,5,49,1,5,1,24,3,20
Jacksonville,09/17/2017,2,Ed Hochuli,Tennessee Titans 37 @ Jacksonville Jaguars 16,7,70,5,45,1,15,1,10
Seattle,09/24/2017,3,Ron Torbert,Seattle Seahawks 27 @ Tennessee Titans 33,5,45,3,25,0,0,2,20
Houston,10/01/2017,4,Jeff Triplette,Tennessee Titans 14 @ Houston Texans 57,6,88,1,5,5,83,0,0
Miami,10/08/2017,5,Bill Vinovich,Tennessee Titans 10 @ Miami Dolphins 16,11,77,8,45,0,0,3,32
Indianapolis,10/16/2017,6,Walt Anderson,Indianapolis Colts 22 @ Tennessee Titans 36,4,45,1,10,2,23,1,12
Cleveland,10/22/2017,7,Terry McAulay,Tennessee Titans 12 @ Cleveland Browns 9,5,35,1,10,4,25,0,0
Baltimore,11/05/2017,9,John Hussey,Baltimore Ravens 20 @ Tennessee Titans 23,3,39,2,25,0,0,1,14
Cincinnati,11/12/2017,10,Jeff Triplette,Cincinnati Bengals 20 @ Tennessee Titans 24,5,55,4,45,1,10,0,0
Pittsburgh,11/16/2017,11,Ron Torbert,Tennessee Titans 17 @ Pittsburgh Steelers 40,9,65,4,25,4,38,1,2
Indianapolis,11/26/2017,12,Craig Wrolstad,Tennessee Titans 20 @ Indianapolis Colts 16,2,15,1,10,1,5,0,0
Houston,12/03/2017,13,Clete Blakeman,Houston Texans 13 @ Tennessee Titans 24,7,63,2,20,4,33,1,10
Arizona,12/10/2017,14,Jerome Boger,Tennessee Titans 7 @ Arizona Cardinals 12,6,48,3,28,2,10,1,10
San Francisco,12/17/2017,15,John Parry,Tennessee Titans 23 @ San Francisco 49ers 25,3,22,1,10,1,5,1,7
LA Rams,12/24/2017,16,Brad Allen,Los Angeles Rams 27 @ Tennessee Titans 23,5,54,2,14,2,35,1,5
Jacksonville,12/31/2017,17,Tony Corrente,Jacksonville Jaguars 10 @ Tennessee Titans 15,2,15,2,15,0,0,0,0
Kansas City,01/06/2018,Wildcard Weekend,Jeff Triplette,Tennessee Titans 22 @ Kansas City Chiefs 21,8,50,4,27,3,15,1,8
New England,01/13/2018,Divisional Playoffs,Ron Torbert,Tennessee Titans 14 @ New England Patriots 35,10,62,5,35,2,12,3,15
Totals,,,,,103,897,50,399,33,333,20,165
