Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tampa Bay,09/11/2016,1,Jeff Triplette,Tampa Bay Buccaneers 31 @ Atlanta Falcons 24,7,74,4,29,3,45,0,0
Oakland,09/18/2016,2,Clete Blakeman,Atlanta Falcons 35 @ Oakland Raiders 28,7,73,2,10,3,54,2,9
New Orleans,09/26/2016,3,Pete Morelli,Atlanta Falcons 45 @ New Orleans Saints 32,4,35,0,0,2,14,2,21
Carolina,10/02/2016,4,John Hussey,Carolina Panthers 33 @ Atlanta Falcons 48,8,77,3,30,3,29,2,18
Denver,10/09/2016,5,Terry McAulay,Atlanta Falcons 23 @ Denver Broncos 16,7,78,4,40,3,38,0,0
Seattle,10/16/2016,6,Tony Corrente,Atlanta Falcons 24 @ Seattle Seahawks 26,8,66,3,16,3,37,2,13
San Diego,10/23/2016,7,Bill Vinovich,San Diego Chargers 33 @ Atlanta Falcons 30,9,70,6,40,1,5,2,25
Green Bay,10/30/2016,8,Walt Anderson,Green Bay Packers 32 @ Atlanta Falcons 33,7,46,3,15,3,21,1,10
Tampa Bay,11/03/2016,9,Ron Torbert,Atlanta Falcons 43 @ Tampa Bay Buccaneers 28,6,34,1,5,3,15,2,14
Philadelphia,11/13/2016,10,Craig Wrolstad,Atlanta Falcons 15 @ Philadelphia Eagles 24,8,67,4,30,3,27,1,10
Arizona,11/27/2016,12,John Parry,Arizona Cardinals 19 @ Atlanta Falcons 38,4,23,1,10,3,13,0,0
Kansas City,12/04/2016,13,Walt Coleman,Kansas City Chiefs 29 @ Atlanta Falcons 28,5,30,4,25,1,5,0,0
LA Rams,12/11/2016,14,Clete Blakeman,Atlanta Falcons 42 @ Los Angeles Rams 14,5,40,1,5,3,25,1,10
San Francisco,12/18/2016,15,Gene Steratore,San Francisco 49ers 13 @ Atlanta Falcons 41,4,27,2,10,1,11,1,6
Carolina,12/24/2016,16,Bill Vinovich,Atlanta Falcons 33 @ Carolina Panthers 16,6,45,5,40,1,5,0,0
New Orleans,01/01/2017,17,Ron Torbert,New Orleans Saints 32 @ Atlanta Falcons 38,9,63,4,25,2,12,3,26
Seattle,01/14/2017,Divisional Playoffs,Gene Steratore,Seattle Seahawks 20 @ Atlanta Falcons 36,2,10,0,0,0,0,2,10
Green Bay,01/22/2017,Conference Championships,Bill Vinovich,Green Bay Packers 21 @ Atlanta Falcons 44,4,31,2,10,2,21,0,0
New England,02/05/2017,Super Bowl,Carl Cheffers,New England Patriots 34 @ Atlanta Falcons 28,9,65,2,20,5,33,2,12
Totals,,,,,119,954,51,360,45,410,23,184
