Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Carolina,09/09/2012,1.0,Jerry Hughes,Carolina Panthers 10 @ Tampa Bay Buccaneers 16,4,35,3,20,1,15,0,0
N.Y. Giants,09/16/2012,2.0,Jim Core,Tampa Bay Buccaneers 34 @ New York Giants 41,5,33,1,5,4,28,0,0
Dallas,09/23/2012,3.0,Robert Dalton,Tampa Bay Buccaneers 10 @ Dallas Cowboys 16,10,69,6,40,0,0,4,29
Washington,09/30/2012,4.0,Al Riveron,Washington Redskins 24 @ Tampa Bay Buccaneers 22,10,107,3,18,5,72,2,17
Kansas City,10/14/2012,6.0,Walt Coleman,Kansas City Chiefs 10 @ Tampa Bay Buccaneers 38,6,33,2,7,1,5,3,21
New Orleans,10/21/2012,7.0,Jerome Boger,New Orleans Saints 35 @ Tampa Bay Buccaneers 28,7,55,5,35,0,0,2,20
Minnesota,10/25/2012,8.0,Ron Winter,Tampa Bay Buccaneers 36 @ Minnesota Vikings 17,4,49,1,5,1,15,2,29
Oakland,11/04/2012,9.0,Walt Anderson,Tampa Bay Buccaneers 42 @ Oakland Raiders 32,14,116,6,45,6,47,2,24
San Diego,11/11/2012,10.0,Bill Vinovich,San Diego Chargers 24 @ Tampa Bay Buccaneers 34,1,5,0,0,1,5,0,0
Carolina,11/18/2012,11.0,Bill Leavy,Tampa Bay Buccaneers 27 @ Carolina Panthers 21,6,50,4,35,2,15,0,0
Atlanta,11/25/2012,12.0,Jeff Triplette,Atlanta Falcons 24 @ Tampa Bay Buccaneers 23,5,24,3,17,1,2,1,5
Denver,12/02/2012,13.0,Terry McAulay,Tampa Bay Buccaneers 23 @ Denver Broncos 31,11,80,3,30,8,50,0,0
Philadelphia,12/09/2012,14.0,Ron Winter,Philadelphia Eagles 23 @ Tampa Bay Buccaneers 21,8,60,4,30,2,10,2,20
New Orleans,12/16/2012,15.0,Mike Carey,Tampa Bay Buccaneers 0 @ New Orleans Saints 41,7,84,4,34,3,50,0,0
St. Louis,12/23/2012,16.0,Scott Green,St. Louis Rams 28 @ Tampa Bay Buccaneers 13,1,5,1,5,0,0,0,0
Atlanta,12/30/2012,17.0,Carl Cheffers,Tampa Bay Buccaneers 22 @ Atlanta Falcons 17,2,15,1,10,1,5,0,0
Totals,,,,,101,820,47,336,36,319,18,165
