Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Jets,09/07/2014,1.0,Craig Wrolstad,Oakland Raiders 14 @ New York Jets 19,4,20,3,15,1,5,0,0
Houston,09/14/2014,2.0,Brad Allen,Houston Texans 30 @ Oakland Raiders 14,5,24,2,15,3,9,0,0
New England,09/21/2014,3.0,Pete Morelli,Oakland Raiders 9 @ New England Patriots 16,6,49,2,15,2,19,2,15
Miami,09/28/2014,4.0,Bill Leavy,Miami Dolphins 38 @ Oakland Raiders 14,9,80,5,52,3,13,1,15
San Diego,10/12/2014,6.0,Tony Corrente,San Diego Chargers 31 @ Oakland Raiders 28,11,79,5,48,4,20,2,11
Arizona,10/19/2014,7.0,Clete Blakeman,Arizona Cardinals 24 @ Oakland Raiders 13,8,74,1,5,5,49,2,20
Cleveland,10/26/2014,8.0,Ron Torbert,Oakland Raiders 13 @ Cleveland Browns 23,8,54,6,40,2,14,0,0
Seattle,11/02/2014,9.0,Ed Hochuli,Oakland Raiders 24 @ Seattle Seahawks 30,5,69,0,0,4,59,1,10
Denver,11/09/2014,10.0,Carl Cheffers,Denver Broncos 41 @ Oakland Raiders 17,4,37,1,0,1,21,2,16
San Diego,11/16/2014,11.0,Jeff Triplette,Oakland Raiders 6 @ San Diego Chargers 13,8,41,3,14,3,15,2,12
Kansas City,11/20/2014,12.0,John Parry,Kansas City Chiefs 20 @ Oakland Raiders 24,7,60,2,20,1,5,4,35
St. Louis,11/30/2014,13.0,Gene Steratore,Oakland Raiders 0 @ St. Louis Rams 52,8,73,3,20,4,43,1,10
San Francisco,12/07/2014,14.0,Terry McAulay,San Francisco 49ers 13 @ Oakland Raiders 24,10,84,6,46,3,31,1,7
Kansas City,12/14/2014,15.0,Jerome Boger,Oakland Raiders 13 @ Kansas City Chiefs 31,10,75,4,25,4,30,2,20
Buffalo,12/21/2014,16.0,Craig Wrolstad,Buffalo Bills 24 @ Oakland Raiders 26,4,35,1,10,2,10,1,15
Denver,12/28/2014,17.0,Clete Blakeman,Oakland Raiders 14 @ Denver Broncos 47,9,86,4,25,3,46,2,15
Totals,,,,,116,940,48,350,45,389,23,201
