Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Miami,09/11/2016,1,John Hussey,Miami Dolphins 10 @ Seattle Seahawks 12,8,69,5,36,1,15,2,18
LA Rams,09/18/2016,2,Jerome Boger,Seattle Seahawks 3 @ Los Angeles Rams 9,10,114,6,45,4,69,0,0
San Francisco,09/25/2016,3,Jeff Triplette,San Francisco 49ers 18 @ Seattle Seahawks 37,6,50,5,45,0,0,1,5
N.Y. Jets,10/02/2016,4,Carl Cheffers,Seattle Seahawks 27 @ New York Jets 17,7,71,2,10,4,52,1,9
Atlanta,10/16/2016,6,Tony Corrente,Atlanta Falcons 24 @ Seattle Seahawks 26,3,30,0,0,2,20,1,10
Arizona,10/23/2016,7,Terry McAulay,Seattle Seahawks 6 @ Arizona Cardinals 6,10,90,7,65,3,25,0,0
New Orleans,10/30/2016,8,Ed Hochuli,Seattle Seahawks 20 @ New Orleans Saints 25,11,76,5,40,5,36,1,0
Buffalo,11/07/2016,9,Walt Anderson,Buffalo Bills 25 @ Seattle Seahawks 31,10,75,4,30,4,30,2,15
New England,11/13/2016,10,Gene Steratore,Seattle Seahawks 31 @ New England Patriots 24,8,60,3,19,5,41,0,0
Philadelphia,11/20/2016,11,Carl Cheffers,Philadelphia Eagles 15 @ Seattle Seahawks 26,7,48,5,35,2,13,0,0
Tampa Bay,11/27/2016,12,Bill Vinovich,Seattle Seahawks 5 @ Tampa Bay Buccaneers 14,2,27,1,12,1,15,0,0
Carolina,12/04/2016,13,John Parry,Carolina Panthers 7 @ Seattle Seahawks 40,6,37,2,10,1,5,3,22
Green Bay,12/11/2016,14,Walt Coleman,Seattle Seahawks 10 @ Green Bay Packers 38,7,63,2,15,4,38,1,10
LA Rams,12/15/2016,15,Brad Allen,Los Angeles Rams 3 @ Seattle Seahawks 24,13,86,5,26,6,30,2,30
Arizona,12/24/2016,16,Ron Torbert,Arizona Cardinals 34 @ Seattle Seahawks 31,5,40,3,25,2,15,0,0
San Francisco,01/01/2017,17,Tony Corrente,Seattle Seahawks 25 @ San Francisco 49ers 23,4,34,2,15,1,4,1,15
Detroit,01/07/2017,Wildcard Weekend,Brad Allen,Detroit Lions 6 @ Seattle Seahawks 26,6,40,1,5,3,15,2,20
Atlanta,01/14/2017,Divisional Playoffs,Gene Steratore,Seattle Seahawks 20 @ Atlanta Falcons 36,7,40,1,5,3,12,3,23
Totals,,,,,130,1050,59,438,51,435,20,177
