Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Arizona,09/08/2014,1.0,Bill Vinovich,San Diego Chargers 17 @ Arizona Cardinals 18,6,47,1,5,4,37,1,5
Seattle,09/14/2014,2.0,Pete Morelli,Seattle Seahawks 21 @ San Diego Chargers 30,6,53,5,50,1,3,0,0
Buffalo,09/21/2014,3.0,John Parry,San Diego Chargers 22 @ Buffalo Bills 10,6,44,2,10,3,25,1,9
Jacksonville,09/28/2014,4.0,Clete Blakeman,Jacksonville Jaguars 14 @ San Diego Chargers 33,7,57,4,24,3,33,0,0
N.Y. Jets,10/05/2014,5.0,Ron Torbert,New York Jets 0 @ San Diego Chargers 31,5,76,2,20,2,47,1,9
Oakland,10/12/2014,6.0,Tony Corrente,San Diego Chargers 31 @ Oakland Raiders 28,7,60,3,25,3,25,1,10
Kansas City,10/19/2014,7.0,Bill Vinovich,Kansas City Chiefs 23 @ San Diego Chargers 20,4,49,0,0,3,34,1,15
Denver,10/23/2014,8.0,Terry McAulay,San Diego Chargers 21 @ Denver Broncos 35,7,77,1,10,5,57,1,10
Miami,11/02/2014,9.0,Brad Allen,San Diego Chargers 0 @ Miami Dolphins 37,7,57,3,27,2,10,2,20
Oakland,11/16/2014,11.0,Jeff Triplette,Oakland Raiders 6 @ San Diego Chargers 13,6,40,5,35,1,5,0,0
St. Louis,11/23/2014,12.0,Carl Cheffers,St. Louis Rams 24 @ San Diego Chargers 27,8,85,5,34,2,41,1,10
Baltimore,11/30/2014,13.0,Walt Anderson,San Diego Chargers 34 @ Baltimore Ravens 33,8,91,1,5,5,76,2,10
New England,12/07/2014,14.0,Bill Leavy,New England Patriots 23 @ San Diego Chargers 14,8,61,2,20,5,37,1,4
Denver,12/14/2014,15.0,Craig Wrolstad,Denver Broncos 22 @ San Diego Chargers 10,8,65,3,35,4,25,1,5
San Francisco,12/20/2014,16.0,Jeff Triplette,San Diego Chargers 38 @ San Francisco 49ers 35,8,38,2,10,6,28,0,0
Kansas City,12/28/2014,17.0,Pete Morelli,San Diego Chargers 7 @ Kansas City Chiefs 19,10,67,6,45,2,10,2,12
Totals,,,,,111,967,45,355,51,493,15,119
