Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Philadelphia,09/08/2019,1.0,Ron Torbert,Washington Redskins 27 @ Philadelphia Eagles 32,12,96,8,67,1,5,3,24
Dallas,09/15/2019,2.0,Shawn Hochuli,Dallas Cowboys 31 @ Washington Redskins 21,6,44,4,35,2,9,0,0
Chicago,09/23/2019,3.0,Walt Anderson,Chicago Bears 31 @ Washington Redskins 15,9,61,3,20,6,41,0,0
N.Y. Giants,09/29/2019,4.0,Alex Kemp,Washington Redskins 3 @ New York Giants 24,12,58,5,35,5,11,2,12
New England,10/06/2019,5.0,Clay Martin,New England Patriots 33 @ Washington Redskins 7,6,72,5,32,1,40,0,0
Miami,10/13/2019,6.0,Shawn Smith,Washington Redskins 17 @ Miami Dolphins 16,6,56,0,0,4,36,2,20
San Francisco,10/20/2019,7.0,Clete Blakeman,San Francisco 49ers 9 @ Washington Redskins 0,7,47,5,40,2,7,0,0
Minnesota,10/24/2019,8.0,Carl Cheffers,Washington Redskins 9 @ Minnesota Vikings 19,4,46,1,10,3,36,0,0
Buffalo,11/03/2019,9.0,Tony Corrente,Washington Redskins 9 @ Buffalo Bills 24,3,15,2,10,1,5,0,0
N.Y. Jets,11/17/2019,11.0,Jerome Boger,New York Jets 34 @ Washington Redskins 17,11,66,5,30,2,10,4,26
Detroit,11/24/2019,12.0,Bill Vinovich,Detroit Lions 16 @ Washington Redskins 19,8,63,3,20,3,28,2,15
Carolina,12/01/2019,13.0,Scott Novak,Washington Redskins 29 @ Carolina Panthers 21,6,65,2,15,3,45,1,5
Green Bay,12/08/2019,14.0,Clay Martin,Washington Redskins 15 @ Green Bay Packers 20,3,25,2,15,0,0,1,10
Philadelphia,12/15/2019,15.0,Shawn Smith,Philadelphia Eagles 37 @ Washington Redskins 27,5,60,2,15,3,45,0,0
N.Y. Giants,12/22/2019,16.0,Ron Torbert,New York Giants 41 @ Washington Redskins 35,6,51,2,11,4,40,0,0
Dallas,12/29/2019,17.0,Craig Wrolstad,Washington Redskins 16 @ Dallas Cowboys 47,2,10,2,10,0,0,0,0
Totals,,,,,106,835,51,365,40,358,15,112
