Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/07/2017,1,Bill Vinovich,Kansas City Chiefs 42 @ New England Patriots 27,15,139,5,34,6,56,4,49
Philadelphia,09/17/2017,2,Terry McAulay,Philadelphia Eagles 20 @ Kansas City Chiefs 27,5,40,2,20,2,10,1,10
LA Chargers,09/24/2017,3,Walt Anderson,Kansas City Chiefs 24 @ Los Angeles Chargers 10,13,122,5,40,6,67,2,15
Washington,10/02/2017,4,Walt Coleman,Washington Redskins 20 @ Kansas City Chiefs 29,3,15,1,5,2,10,0,0
Houston,10/08/2017,5,Ron Torbert,Kansas City Chiefs 42 @ Houston Texans 34,6,64,3,19,1,31,2,14
Pittsburgh,10/15/2017,6,Carl Cheffers,Pittsburgh Steelers 19 @ Kansas City Chiefs 13,7,48,4,28,1,5,2,15
Oakland,10/19/2017,7,Craig Wrolstad,Kansas City Chiefs 30 @ Oakland Raiders 31,8,108,1,10,6,89,1,9
Denver,10/30/2017,8,Tony Corrente,Denver Broncos 19 @ Kansas City Chiefs 29,7,69,3,15,3,44,1,10
Dallas,11/05/2017,9,Pete Morelli,Kansas City Chiefs 17 @ Dallas Cowboys 28,8,52,6,30,1,17,1,5
N.Y. Giants,11/19/2017,11,Gene Steratore,Kansas City Chiefs 9 @ New York Giants 12,9,87,4,40,3,22,2,25
Buffalo,11/26/2017,12,Bill Vinovich,Buffalo Bills 16 @ Kansas City Chiefs 10,6,50,2,10,3,32,1,8
N.Y. Jets,12/03/2017,13,John Parry,Kansas City Chiefs 31 @ New York Jets 38,8,30,1,5,6,23,1,2
Oakland,12/10/2017,14,Carl Cheffers,Oakland Raiders 15 @ Kansas City Chiefs 26,7,69,4,30,2,29,1,10
LA Chargers,12/16/2017,15,Walt Anderson,Los Angeles Chargers 13 @ Kansas City Chiefs 30,7,71,3,30,3,31,1,10
Miami,12/24/2017,16,Jeff Triplette,Miami Dolphins 13 @ Kansas City Chiefs 29,5,40,4,35,0,0,1,5
Denver,12/31/2017,17,Clete Blakeman,Kansas City Chiefs 27 @ Denver Broncos 24,4,40,1,5,1,15,2,20
Tennessee,01/06/2018,Wildcard Weekend,Jeff Triplette,Tennessee Titans 22 @ Kansas City Chiefs 21,8,68,3,25,3,21,2,22
Totals,,,,,126,1112,52,381,49,502,25,229
