Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/13/2015,1,Brad Allen,Cincinnati Bengals 33 @ Oakland Raiders 13,6,50,1,10,3,30,2,10
San Diego,09/20/2015,2,Jeff Triplette,San Diego Chargers 19 @ Cincinnati Bengals 24,9,75,6,55,2,10,1,10
Baltimore,09/27/2015,3,Walt Anderson,Cincinnati Bengals 28 @ Baltimore Ravens 24,9,67,7,46,2,21,0,0
Kansas City,10/04/2015,4,Ron Torbert,Kansas City Chiefs 21 @ Cincinnati Bengals 36,11,84,6,44,3,25,2,15
Seattle,10/11/2015,5,John Parry,Seattle Seahawks 24 @ Cincinnati Bengals 27,7,50,4,30,1,5,2,15
Buffalo,10/18/2015,6,Clete Blakeman,Cincinnati Bengals 34 @ Buffalo Bills 21,3,20,1,5,1,5,1,10
Pittsburgh,11/01/2015,8,Tony Corrente,Cincinnati Bengals 16 @ Pittsburgh Steelers 10,10,94,4,30,4,44,2,20
Cleveland,11/05/2015,9,Carl Cheffers,Cleveland Browns 10 @ Cincinnati Bengals 31,2,20,0,0,0,0,2,20
Houston,11/16/2015,10,Walt Coleman,Houston Texans 10 @ Cincinnati Bengals 6,9,70,6,40,2,20,1,10
Arizona,11/22/2015,11,Terry McAulay,Cincinnati Bengals 31 @ Arizona Cardinals 34,10,108,5,50,4,50,1,8
St. Louis,11/29/2015,12,Craig Wrolstad,St. Louis Rams 7 @ Cincinnati Bengals 31,3,35,0,0,2,20,1,15
Cleveland,12/06/2015,13,Jeff Triplette,Cincinnati Bengals 37 @ Cleveland Browns 3,5,55,2,10,3,45,0,0
Pittsburgh,12/13/2015,14,John Parry,Pittsburgh Steelers 33 @ Cincinnati Bengals 20,4,27,1,10,2,7,1,10
San Francisco,12/20/2015,15,Ron Torbert,Cincinnati Bengals 24 @ San Francisco 49ers 14,6,45,4,35,2,10,0,0
Denver,12/28/2015,16,Ed Hochuli,Cincinnati Bengals 17 @ Denver Broncos 20,6,45,2,15,4,30,0,0
Baltimore,01/03/2016,17,Carl Cheffers,Baltimore Ravens 16 @ Cincinnati Bengals 24,11,72,7,50,2,13,2,9
Pittsburgh,01/09/2016,Wildcard Weekend,John Parry,Pittsburgh Steelers 18 @ Cincinnati Bengals 16,8,79,2,10,5,63,1,6
Totals,,,,,119,996,58,440,42,398,19,158
