Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Seattle,09/11/2011,1,Jeff Triplette,Seattle Seahawks 17 @ San Francisco 49ers 33,9,102,3,20,3,45,3,37
Dallas,09/18/2011,2,Ron Winter,Dallas Cowboys 27 @ San Francisco 49ers 24,5,25,3,15,1,5,1,5
Cincinnati,09/25/2011,3,Jerome Boger,San Francisco 49ers 13 @ Cincinnati Bengals 8,12,70,7,35,2,10,3,25
Philadelphia,10/02/2011,4,Al Riveron,San Francisco 49ers 24 @ Philadelphia Eagles 23,5,40,3,25,1,5,1,10
Tampa Bay,10/09/2011,5,Terry McAulay,Tampa Bay Buccaneers 3 @ San Francisco 49ers 48,3,30,2,15,1,15,0,0
Detroit,10/16/2011,6,Mike Carey,San Francisco 49ers 25 @ Detroit Lions 19,15,120,7,45,7,70,1,5
Cleveland,10/30/2011,8,Bill Leavy,Cleveland Browns 10 @ San Francisco 49ers 20,5,40,2,5,2,30,1,5
Washington,11/06/2011,9,Gene Steratore,San Francisco 49ers 19 @ Washington Redskins 11,9,55,4,30,2,10,3,15
N.Y. Giants,11/13/2011,10,Tony Corrente,New York Giants 20 @ San Francisco 49ers 27,5,35,3,20,1,5,1,10
Arizona,11/20/2011,11,Pete Morelli,Arizona Cardinals 7 @ San Francisco 49ers 23,7,87,2,14,3,53,2,20
Baltimore,11/24/2011,12,John Parry,San Francisco 49ers 6 @ Baltimore Ravens 16,7,97,4,37,1,50,2,10
St. Louis,12/04/2011,13,Pete Morelli,St. Louis Rams 0 @ San Francisco 49ers 26,8,72,5,40,2,27,1,5
Arizona,12/11/2011,14,Al Riveron,San Francisco 49ers 19 @ Arizona Cardinals 21,5,35,4,20,1,15,0,0
Pittsburgh,12/19/2011,15,Walt Coleman,Pittsburgh Steelers 3 @ San Francisco 49ers 20,7,49,4,34,2,10,1,5
Seattle,12/24/2011,16,Ron Winter,San Francisco 49ers 19 @ Seattle Seahawks 17,6,77,3,25,1,27,2,25
St. Louis,01/01/2012,17,Jeff Triplette,San Francisco 49ers 34 @ St. Louis Rams 27,5,80,0,0,3,55,2,25
New Orleans,01/14/2012,Divisional Playoffs,John Parry,New Orleans Saints 32 @ San Francisco 49ers 36,3,33,1,5,2,28,0,0
N.Y. Giants,01/22/2012,Conference Championships,Ed Hochuli,New York Giants 20 @ San Francisco 49ers 17,6,50,4,40,1,5,1,5
Totals,,,,,122,1097,61,425,36,465,25,207
