Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Baltimore,09/10/2012,1,"Richard ""Matt"" Nicks",Cincinnati Bengals 13 @ Baltimore Ravens 44,3,41,0,0,3,41,0,0
Cleveland,09/16/2012,2,Jerry Hughes,Cleveland Browns 27 @ Cincinnati Bengals 34,6,54,4,30,1,15,1,9
Washington,09/23/2012,3,"Richard ""Matt"" Nicks",Cincinnati Bengals 38 @ Washington Redskins 31,8,80,4,30,3,45,1,5
Jacksonville,09/30/2012,4,Ed Hochuli,Cincinnati Bengals 27 @ Jacksonville Jaguars 10,6,50,1,5,3,25,2,20
Miami,10/07/2012,5,Walt Coleman,Miami Dolphins 17 @ Cincinnati Bengals 13,5,46,3,25,2,21,0,0
Cleveland,10/14/2012,6,Pete Morelli,Cincinnati Bengals 24 @ Cleveland Browns 34,7,50,5,35,1,5,1,10
Pittsburgh,10/21/2012,7,Clete Blakeman,Pittsburgh Steelers 24 @ Cincinnati Bengals 17,2,20,1,10,0,0,1,10
Denver,11/04/2012,9,Scott Green,Denver Broncos 31 @ Cincinnati Bengals 23,8,83,4,35,1,29,3,19
N.Y. Giants,11/11/2012,10,Mike Carey,New York Giants 13 @ Cincinnati Bengals 31,5,40,2,15,3,25,0,0
Kansas City,11/18/2012,11,Gene Steratore,Cincinnati Bengals 28 @ Kansas City Chiefs 6,9,54,4,30,1,5,4,19
Oakland,11/25/2012,12,Al Riveron,Oakland Raiders 10 @ Cincinnati Bengals 34,3,25,2,15,0,0,1,10
San Diego,12/02/2012,13,Walt Coleman,Cincinnati Bengals 20 @ San Diego Chargers 13,8,55,4,30,3,15,1,10
Dallas,12/09/2012,14,Bill Vinovich,Dallas Cowboys 20 @ Cincinnati Bengals 19,8,70,5,35,2,30,1,5
Philadelphia,12/13/2012,15,Carl Cheffers,Cincinnati Bengals 34 @ Philadelphia Eagles 13,11,94,6,50,4,29,1,15
Pittsburgh,12/23/2012,16,Mike Carey,Cincinnati Bengals 13 @ Pittsburgh Steelers 10,7,55,2,20,2,10,3,25
Baltimore,12/30/2012,17,Ron Winter,Baltimore Ravens 17 @ Cincinnati Bengals 23,4,40,1,5,2,30,1,5
Houston,01/05/2013,Wildcard Weekend,Al Riveron,Cincinnati Bengals 13 @ Houston Texans 19,5,51,1,5,3,31,1,15
Totals,,,,,105,908,49,375,34,356,22,177
