Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Atlanta,09/08/2019,1,Bill Vinovich,Atlanta Falcons 12 @ Minnesota Vikings 28,11,100,2,20,7,60,2,20
Green Bay,09/15/2019,2,John Hussey,Minnesota Vikings 16 @ Green Bay Packers 21,8,100,6,65,1,25,1,10
Oakland,09/22/2019,3,Jerome Boger,Oakland Raiders 14 @ Minnesota Vikings 34,6,59,5,51,0,0,1,8
Chicago,09/29/2019,4,Brad Allen,Minnesota Vikings 6 @ Chicago Bears 16,7,68,3,38,3,25,1,5
N.Y. Giants,10/06/2019,5,Clete Blakeman,Minnesota Vikings 28 @ New York Giants 10,12,112,6,40,5,67,1,5
Philadelphia,10/13/2019,6,Scott Novak,Philadelphia Eagles 20 @ Minnesota Vikings 38,4,30,3,25,1,5,0,0
Detroit,10/20/2019,7,Brad Rogers,Minnesota Vikings 42 @ Detroit Lions 30,6,61,0,0,5,58,1,3
Washington,10/24/2019,8,Carl Cheffers,Washington Redskins 9 @ Minnesota Vikings 19,7,74,6,55,1,19,0,0
Kansas City,11/03/2019,9,Alex Kemp,Minnesota Vikings 23 @ Kansas City Chiefs 26,3,25,3,25,0,0,0,0
Dallas,11/10/2019,10,Shawn Hochuli,Minnesota Vikings 28 @ Dallas Cowboys 24,5,35,3,15,2,20,0,0
Denver,11/17/2019,11,Clay Martin,Denver Broncos 23 @ Minnesota Vikings 27,5,49,2,15,2,29,1,5
Seattle,12/02/2019,13,Clete Blakeman,Minnesota Vikings 30 @ Seattle Seahawks 37,3,30,2,15,1,15,0,0
Detroit,12/08/2019,14,Walt Anderson,Detroit Lions 7 @ Minnesota Vikings 20,8,55,1,5,5,35,2,15
LA Chargers,12/15/2019,15,Ron Torbert,Minnesota Vikings 39 @ Los Angeles Chargers 10,5,41,5,41,0,0,0,0
Green Bay,12/23/2019,16,Bill Vinovich,Green Bay Packers 23 @ Minnesota Vikings 10,3,30,3,30,0,0,0,0
Chicago,12/29/2019,17,John Hussey,Chicago Bears 21 @ Minnesota Vikings 19,3,40,2,25,1,15,0,0
New Orleans,01/05/2020,Wildcard Weekend,Carl Cheffers,Minnesota Vikings 26 @ New Orleans Saints 20,4,26,3,21,1,5,0,0
San Francisco,01/11/2020,Divisional Playoffs,Walt Anderson,Minnesota Vikings 10 @ San Francisco 49ers 27,1,15,0,0,0,0,1,15
Totals,,,,,101,950,55,486,35,378,11,86
