Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New Orleans,09/11/2016,1,John Parry,Oakland Raiders 35 @ New Orleans Saints 34,14,141,6,55,5,57,3,29
Atlanta,09/18/2016,2,Clete Blakeman,Atlanta Falcons 35 @ Oakland Raiders 28,9,58,5,30,2,10,2,18
Tennessee,09/25/2016,3,Tony Corrente,Oakland Raiders 17 @ Tennessee Titans 10,8,58,5,39,2,10,1,9
Baltimore,10/02/2016,4,Ed Hochuli,Oakland Raiders 28 @ Baltimore Ravens 27,12,93,8,71,3,17,1,5
San Diego,10/09/2016,5,Gene Steratore,San Diego Chargers 31 @ Oakland Raiders 34,6,36,5,30,1,6,0,0
Kansas City,10/16/2016,6,Pete Morelli,Kansas City Chiefs 26 @ Oakland Raiders 10,3,25,2,20,0,0,1,5
Jacksonville,10/23/2016,7,Jeff Triplette,Oakland Raiders 33 @ Jacksonville Jaguars 16,11,117,4,45,4,52,3,20
Tampa Bay,10/30/2016,8,Terry McAulay,Oakland Raiders 30 @ Tampa Bay Buccaneers 24,23,200,13,111,6,64,4,25
Denver,11/06/2016,9,Clete Blakeman,Denver Broncos 20 @ Oakland Raiders 30,8,72,5,35,3,37,0,0
Houston,11/21/2016,11,Tony Corrente,Houston Texans 20 @ Oakland Raiders 27,4,21,2,10,2,11,0,0
Carolina,11/27/2016,12,Jerome Boger,Carolina Panthers 32 @ Oakland Raiders 35,7,46,1,5,5,31,1,10
Buffalo,12/04/2016,13,Bill Vinovich,Buffalo Bills 24 @ Oakland Raiders 38,7,65,3,30,2,10,2,25
Kansas City,12/08/2016,14,Terry McAulay,Oakland Raiders 13 @ Kansas City Chiefs 21,10,82,3,20,3,25,4,37
San Diego,12/18/2016,15,John Parry,Oakland Raiders 19 @ San Diego Chargers 16,2,15,2,15,0,0,0,0
Indianapolis,12/24/2016,16,Ed Hochuli,Indianapolis Colts 25 @ Oakland Raiders 33,10,93,7,66,2,12,1,15
Denver,01/01/2017,17,Brad Allen,Oakland Raiders 6 @ Denver Broncos 24,13,125,4,30,7,70,2,25
Houston,01/07/2017,Wildcard Weekend,Ron Torbert,Oakland Raiders 14 @ Houston Texans 27,8,63,5,36,3,27,0,0
Totals,,,,,155,1310,80,648,50,439,25,223
