Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/13/2015,1.0,John Parry,Indianapolis Colts 14 @ Buffalo Bills 27,11,113,5,55,4,38,2,20
New England,09/20/2015,2.0,Ron Torbert,New England Patriots 40 @ Buffalo Bills 32,14,140,5,44,4,47,5,49
Miami,09/27/2015,3.0,Jerome Boger,Buffalo Bills 41 @ Miami Dolphins 14,5,40,1,14,3,16,1,10
N.Y. Giants,10/04/2015,4.0,John Hussey,New York Giants 24 @ Buffalo Bills 10,17,135,8,58,6,62,3,15
Tennessee,10/11/2015,5.0,Walt Anderson,Buffalo Bills 14 @ Tennessee Titans 13,7,62,3,19,3,38,1,5
Cincinnati,10/18/2015,6.0,Clete Blakeman,Cincinnati Bengals 34 @ Buffalo Bills 21,8,93,4,48,1,5,3,40
Jacksonville,10/25/2015,7.0,Terry McAulay,Buffalo Bills 31 @ Jacksonville Jaguars 34,10,87,4,30,4,42,2,15
Miami,11/08/2015,9.0,Carl Cheffers,Miami Dolphins 17 @ Buffalo Bills 33,13,94,4,30,8,59,1,5
N.Y. Jets,11/12/2015,10.0,Brad Allen,Buffalo Bills 22 @ New York Jets 17,5,44,3,24,0,0,2,20
New England,11/23/2015,11.0,Gene Steratore,Buffalo Bills 13 @ New England Patriots 20,5,44,2,10,3,34,0,0
Kansas City,11/29/2015,12.0,Terry McAulay,Buffalo Bills 22 @ Kansas City Chiefs 30,9,91,5,40,3,42,1,9
Houston,12/06/2015,13.0,Tony Corrente,Houston Texans 21 @ Buffalo Bills 30,5,42,3,27,1,5,1,10
Philadelphia,12/13/2015,14.0,Ed Hochuli,Buffalo Bills 20 @ Philadelphia Eagles 23,15,101,10,67,5,34,0,0
Washington,12/20/2015,15.0,Clete Blakeman,Buffalo Bills 25 @ Washington Redskins 35,8,56,3,20,3,21,2,15
Dallas,12/27/2015,16.0,Jeff Triplette,Dallas Cowboys 6 @ Buffalo Bills 16,7,62,6,57,1,5,0,0
N.Y. Jets,01/03/2016,17.0,Walt Anderson,New York Jets 17 @ Buffalo Bills 22,4,45,2,15,1,15,1,15
Totals,,,,,143,1249,68,558,50,463,25,228
