Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/11/2016,1.0,John Parry,Oakland Raiders 35 @ New Orleans Saints 34,7,53,2,18,3,20,2,15
N.Y. Giants,09/18/2016,2.0,Gene Steratore,New Orleans Saints 13 @ New York Giants 16,7,76,4,30,2,36,1,10
Atlanta,09/26/2016,3.0,Pete Morelli,Atlanta Falcons 45 @ New Orleans Saints 32,5,75,2,20,2,40,1,15
San Diego,10/02/2016,4.0,Walt Coleman,New Orleans Saints 35 @ San Diego Chargers 34,6,34,2,10,2,9,2,15
Carolina,10/16/2016,6.0,Walt Anderson,Carolina Panthers 38 @ New Orleans Saints 41,10,126,4,19,5,92,1,15
Kansas City,10/23/2016,7.0,Clete Blakeman,New Orleans Saints 21 @ Kansas City Chiefs 27,10,75,7,40,3,35,0,0
Seattle,10/30/2016,8.0,Ed Hochuli,Seattle Seahawks 20 @ New Orleans Saints 25,2,10,1,5,0,0,1,5
San Francisco,11/06/2016,9.0,Jerome Boger,New Orleans Saints 41 @ San Francisco 49ers 23,4,40,2,20,1,5,1,15
Denver,11/13/2016,10.0,Bill Vinovich,Denver Broncos 25 @ New Orleans Saints 23,3,25,1,5,2,20,0,0
Carolina,11/17/2016,11.0,Pete Morelli,New Orleans Saints 20 @ Carolina Panthers 23,6,48,2,10,1,12,3,26
LA Rams,11/27/2016,12.0,John Hussey,Los Angeles Rams 21 @ New Orleans Saints 49,6,45,4,35,1,5,1,5
Detroit,12/04/2016,13.0,Clete Blakeman,Detroit Lions 28 @ New Orleans Saints 13,10,83,7,65,3,18,0,0
Tampa Bay,12/11/2016,14.0,Walt Anderson,New Orleans Saints 11 @ Tampa Bay Buccaneers 16,13,104,6,50,6,44,1,10
Arizona,12/18/2016,15.0,Carl Cheffers,New Orleans Saints 48 @ Arizona Cardinals 41,5,46,2,15,3,31,0,0
Tampa Bay,12/24/2016,16.0,Jerome Boger,Tampa Bay Buccaneers 24 @ New Orleans Saints 31,0,0,0,0,0,0,0,0
Atlanta,01/01/2017,17.0,Ron Torbert,New Orleans Saints 32 @ Atlanta Falcons 38,6,70,2,10,4,60,0,0
Totals,,,,,100,910,48,352,38,427,14,131
