Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Giants,09/12/2021,1.0,Ron Torbert,Denver Broncos 27 @ New York Giants 13,5,51,1,10,3,26,1,15
Jacksonville,09/19/2021,2.0,Clay Martin,Denver Broncos 23 @ Jacksonville Jaguars 13,10,101,1,5,6,71,3,25
N.Y. Jets,09/26/2021,3.0,Land Clark,New York Jets 0 @ Denver Broncos 26,6,50,6,50,0,0,0,0
Baltimore,10/03/2021,4.0,Craig Wrolstad,Baltimore Ravens 23 @ Denver Broncos 7,4,25,3,20,0,0,1,5
Pittsburgh,10/10/2021,5.0,Brad Rogers,Denver Broncos 19 @ Pittsburgh Steelers 27,7,67,4,25,1,17,2,25
Las Vegas,10/17/2021,6.0,Ron Torbert,Las Vegas Raiders 34 @ Denver Broncos 24,6,53,4,43,2,10,0,0
Cleveland,10/21/2021,7.0,Adrian Hill,Denver Broncos 14 @ Cleveland Browns 17,2,15,2,15,0,0,0,0
Washington,10/31/2021,8.0,John Hussey,Washington Football Team 10 @ Denver Broncos 17,4,35,3,20,1,15,0,0
Dallas,11/07/2021,9.0,Bill Vinovich,Denver Broncos 30 @ Dallas Cowboys 16,5,37,3,22,1,5,1,10
Philadelphia,11/14/2021,10.0,Shawn Hochuli,Philadelphia Eagles 30 @ Denver Broncos 13,4,29,4,29,0,0,0,0
LA Chargers,11/28/2021,12.0,Land Clark,Los Angeles Chargers 13 @ Denver Broncos 28,5,35,3,25,2,10,0,0
Kansas City,12/05/2021,13.0,Carl Cheffers,Denver Broncos 9 @ Kansas City Chiefs 22,5,37,4,35,0,0,1,2
Detroit,12/12/2021,14.0,John Hussey,Detroit Lions 10 @ Denver Broncos 38,2,18,1,10,1,8,0,0
Cincinnati,12/19/2021,15.0,Adrian Hill,Cincinnati Bengals 15 @ Denver Broncos 10,6,60,3,35,2,20,1,5
Las Vegas,12/26/2021,16.0,Scott Novak,Denver Broncos 13 @ Las Vegas Raiders 17,3,30,2,15,1,15,0,0
LA Chargers,01/02/2022,17.0,Craig Wrolstad,Denver Broncos 13 @ Los Angeles Chargers 34,3,23,2,9,1,14,0,0
Kansas City,01/08/2022,18.0,Brad Rogers,Kansas City Chiefs 28 @ Denver Broncos 24,6,45,2,10,4,35,0,0
Totals,,,,,83,711,48,378,25,246,10,87
