Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Cincinnati,09/08/2024,1.0,Land Clark,New England Patriots 16 @ Cincinnati Bengals 10,5,40,2,10,2,25,1,5
Seattle,09/15/2024,2.0,Carl Cheffers,Seattle Seahawks 23 @ New England Patriots 20,3,42,1,10,2,32,0,0
N.Y. Jets,09/19/2024,3.0,John Hussey,New England Patriots 3 @ New York Jets 24,5,70,2,25,2,30,1,15
San Francisco,09/29/2024,4.0,Scott Novak,New England Patriots 13 @ San Francisco 49ers 30,3,20,2,15,1,5,0,0
Miami,10/06/2024,5.0,Adrian Hill,Miami Dolphins 15 @ New England Patriots 10,12,105,7,60,3,35,2,10
Houston,10/13/2024,6.0,Ron Torbert,Houston Texans 41 @ New England Patriots 21,9,50,4,20,3,15,2,15
Jacksonville,10/20/2024,7.0,Brad Rogers,New England Patriots 16 @ Jacksonville Jaguars 32,7,35,5,30,2,5,0,0
N.Y. Jets,10/27/2024,8.0,Craig Wrolstad,New York Jets 22 @ New England Patriots 25,5,50,1,10,4,40,0,0
Tennessee,11/03/2024,9.0,Alex Kemp,New England Patriots 17 @ Tennessee Titans 20,8,58,6,45,2,13,0,0
Chicago,11/10/2024,10.0,Land Clark,New England Patriots 19 @ Chicago Bears 3,7,40,4,20,1,15,2,5
LA Rams,11/17/2024,11.0,Shawn Smith,Los Angeles Rams 28 @ New England Patriots 22,7,45,4,30,1,5,2,10
Miami,11/24/2024,12.0,Alan Eck,New England Patriots 15 @ Miami Dolphins 34,10,75,8,60,2,15,0,0
Indianapolis,12/01/2024,13.0,Adrian Hill,Indianapolis Colts 25 @ New England Patriots 24,7,88,5,45,2,43,0,0
Arizona,12/15/2024,15.0,Ron Torbert,New England Patriots 17 @ Arizona Cardinals 30,4,45,1,10,3,35,0,0
Buffalo,12/22/2024,16.0,Brad Allen,New England Patriots 21 @ Buffalo Bills 24,5,34,4,24,0,0,1,10
LA Chargers,12/28/2024,17.0,John Hussey,Los Angeles Chargers 40 @ New England Patriots 7,7,60,3,25,3,35,1,0
Buffalo,01/05/2025,18.0,Alan Eck,Buffalo Bills 16 @ New England Patriots 23,7,59,6,45,1,14,0,0
Totals,,,,,111,916,65,484,34,362,12,70
