Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/10/2023,1,Tra Blake,Houston Texans 9 @ Baltimore Ravens 25,13,106,6,44,4,44,3,18
Cincinnati,09/17/2023,2,Shawn Hochuli,Baltimore Ravens 27 @ Cincinnati Bengals 24,6,56,4,35,2,21,0,0
Indianapolis,09/24/2023,3,Clete Blakeman,Indianapolis Colts 22 @ Baltimore Ravens 19,1,5,1,5,0,0,0,0
Cleveland,10/01/2023,4,Brad Allen,Baltimore Ravens 28 @ Cleveland Browns 3,8,92,4,30,2,52,2,10
Pittsburgh,10/08/2023,5,Carl Cheffers,Baltimore Ravens 10 @ Pittsburgh Steelers 17,2,20,2,20,0,0,0,0
Tennessee,10/15/2023,6,Bill Vinovich,Baltimore Ravens 24 @ Tennessee Titans 16,9,88,1,10,8,78,0,0
Detroit,10/22/2023,7,Brad Rogers,Detroit Lions 6 @ Baltimore Ravens 38,4,45,3,30,1,15,0,0
Arizona,10/29/2023,8,Tra Blake,Baltimore Ravens 31 @ Arizona Cardinals 24,6,45,2,15,3,25,1,5
Seattle,11/05/2023,9,Shawn Hochuli,Seattle Seahawks 3 @ Baltimore Ravens 37,3,11,2,6,1,5,0,0
Cleveland,11/12/2023,10,Land Clark,Cleveland Browns 33 @ Baltimore Ravens 31,7,64,4,25,2,34,1,5
Cincinnati,11/16/2023,11,Adrian Hill,Cincinnati Bengals 20 @ Baltimore Ravens 34,9,110,4,36,4,59,1,15
LA Chargers,11/26/2023,12,Alan Eck,Baltimore Ravens 20 @ Los Angeles Chargers 10,5,42,5,42,0,0,0,0
LA Rams,12/10/2023,14,Scott Novak,Los Angeles Rams 31 @ Baltimore Ravens 37,7,79,1,5,5,69,1,5
Jacksonville,12/17/2023,15,Shawn Smith,Baltimore Ravens 23 @ Jacksonville Jaguars 7,6,54,5,46,1,8,0,0
San Francisco,12/25/2023,16,Bill Vinovich,Baltimore Ravens 33 @ San Francisco 49ers 19,6,67,3,45,2,17,1,5
Miami,12/31/2023,17,Clete Blakeman,Miami Dolphins 19 @ Baltimore Ravens 56,7,45,6,40,1,5,0,0
Pittsburgh,01/06/2024,18,Brad Allen,Pittsburgh Steelers 17 @ Baltimore Ravens 10,3,26,1,5,0,0,2,21
Houston,01/20/2024,Divisional Playoffs,John Hussey,Houston Texans 10 @ Baltimore Ravens 34,3,15,2,10,1,5,0,0
Kansas City,01/28/2024,Conference Championships,Shawn Smith,Kansas City Chiefs 17 @ Baltimore Ravens 10,8,95,2,25,6,70,0,0
Totals,,,,,113,1065,58,474,43,507,12,84
