Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Detroit,09/11/2016,1.0,Ed Hochuli,Detroit Lions 39 @ Indianapolis Colts 35,5,45,1,10,1,15,3,20
Denver,09/18/2016,2.0,Walt Coleman,Indianapolis Colts 20 @ Denver Broncos 34,8,94,4,30,4,64,0,0
San Diego,09/25/2016,3.0,Ron Torbert,San Diego Chargers 22 @ Indianapolis Colts 26,11,66,7,51,1,0,3,15
Jacksonville,10/02/2016,4.0,Walt Anderson,Indianapolis Colts 27 @ Jacksonville Jaguars 30,7,78,2,10,5,68,0,0
Chicago,10/09/2016,5.0,John Hussey,Chicago Bears 23 @ Indianapolis Colts 29,9,68,7,48,1,15,1,5
Houston,10/16/2016,6.0,Bill Vinovich,Indianapolis Colts 23 @ Houston Texans 26,7,42,5,35,1,2,1,5
Tennessee,10/23/2016,7.0,Jerome Boger,Indianapolis Colts 34 @ Tennessee Titans 26,12,131,5,30,6,91,1,10
Kansas City,10/30/2016,8.0,Craig Wrolstad,Kansas City Chiefs 30 @ Indianapolis Colts 14,5,45,2,20,3,25,0,0
Green Bay,11/06/2016,9.0,Tony Corrente,Indianapolis Colts 31 @ Green Bay Packers 26,4,35,0,0,2,20,2,15
Tennessee,11/20/2016,11.0,Walt Anderson,Tennessee Titans 17 @ Indianapolis Colts 24,8,70,2,10,4,40,2,20
Pittsburgh,11/24/2016,12.0,Walt Coleman,Pittsburgh Steelers 28 @ Indianapolis Colts 7,2,10,0,0,0,0,2,10
N.Y. Jets,12/05/2016,13.0,Ron Torbert,Indianapolis Colts 41 @ New York Jets 10,3,28,2,15,1,13,0,0
Houston,12/11/2016,14.0,Brad Allen,Houston Texans 22 @ Indianapolis Colts 17,9,59,3,25,5,29,1,5
Minnesota,12/18/2016,15.0,Jerome Boger,Indianapolis Colts 34 @ Minnesota Vikings 6,5,55,2,10,2,30,1,15
Oakland,12/24/2016,16.0,Ed Hochuli,Indianapolis Colts 25 @ Oakland Raiders 33,4,22,1,5,2,2,1,15
Jacksonville,01/01/2017,17.0,Clete Blakeman,Jacksonville Jaguars 20 @ Indianapolis Colts 24,4,35,3,30,1,5,0,0
Totals,,,,,103,883,46,329,39,419,18,135
