Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Green Bay,09/13/2015,1.0,Craig Wrolstad,Green Bay Packers 31 @ Chicago Bears 23,6,64,3,20,3,44,0,0
Arizona,09/20/2015,2.0,Jerome Boger,Arizona Cardinals 48 @ Chicago Bears 23,14,170,7,50,5,105,2,15
Seattle,09/27/2015,3.0,Carl Cheffers,Chicago Bears 0 @ Seattle Seahawks 26,6,40,4,25,1,5,1,10
Oakland,10/04/2015,4.0,Jeff Triplette,Oakland Raiders 20 @ Chicago Bears 22,7,48,4,25,1,5,2,18
Kansas City,10/11/2015,5.0,Tony Corrente,Chicago Bears 18 @ Kansas City Chiefs 17,6,49,3,19,1,5,2,25
Detroit,10/18/2015,6.0,Walt Coleman,Chicago Bears 34 @ Detroit Lions 37,9,76,4,40,4,26,1,10
Minnesota,11/01/2015,8.0,John Hussey,Minnesota Vikings 23 @ Chicago Bears 20,4,38,2,18,2,20,0,0
San Diego,11/09/2015,9.0,Craig Wrolstad,Chicago Bears 22 @ San Diego Chargers 19,6,55,3,30,3,25,0,0
St. Louis,11/15/2015,10.0,Jeff Triplette,Chicago Bears 37 @ St. Louis Rams 13,4,44,2,15,1,15,1,14
Denver,11/22/2015,11.0,Pete Morelli,Denver Broncos 17 @ Chicago Bears 15,0,0,0,0,0,0,0,0
Green Bay,11/26/2015,12.0,Ed Hochuli,Chicago Bears 17 @ Green Bay Packers 13,12,95,6,45,5,40,1,10
San Francisco,12/06/2015,13.0,Jerome Boger,San Francisco 49ers 26 @ Chicago Bears 20,8,72,6,47,0,0,2,25
Washington,12/13/2015,14.0,Ron Torbert,Washington Redskins 24 @ Chicago Bears 21,7,79,5,40,1,32,1,7
Minnesota,12/20/2015,15.0,Brad Allen,Chicago Bears 17 @ Minnesota Vikings 38,6,39,3,25,3,14,0,0
Tampa Bay,12/27/2015,16.0,Pete Morelli,Chicago Bears 26 @ Tampa Bay Buccaneers 21,3,25,3,25,0,0,0,0
Detroit,01/03/2016,17.0,John Hussey,Detroit Lions 24 @ Chicago Bears 20,1,15,0,0,0,0,1,15
Totals,,,,,99,909,55,424,30,336,14,149
