Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/08/2019,1.0,Shawn Smith,Indianapolis Colts 24 @ Los Angeles Chargers 30,3,20,3,20,0,0,0,0
Detroit,09/15/2019,2.0,Craig Wrolstad,Los Angeles Chargers 10 @ Detroit Lions 13,9,70,5,35,2,20,2,15
Houston,09/22/2019,3.0,Clay Martin,Houston Texans 27 @ Los Angeles Chargers 20,7,69,4,35,3,34,0,0
Miami,09/29/2019,4.0,Tony Corrente,Los Angeles Chargers 30 @ Miami Dolphins 10,10,89,4,46,3,20,3,23
Denver,10/06/2019,5.0,Shawn Hochuli,Denver Broncos 20 @ Los Angeles Chargers 13,4,43,1,14,1,9,2,20
Pittsburgh,10/13/2019,6.0,John Hussey,Pittsburgh Steelers 24 @ Los Angeles Chargers 17,8,74,2,22,4,37,2,15
Tennessee,10/20/2019,7.0,Bill Vinovich,Los Angeles Chargers 20 @ Tennessee Titans 23,4,29,1,4,2,20,1,5
Chicago,10/27/2019,8.0,Brad Rogers,Los Angeles Chargers 17 @ Chicago Bears 16,8,53,3,30,5,23,0,0
Green Bay,11/03/2019,9.0,Adrian Hill,Green Bay Packers 11 @ Los Angeles Chargers 26,5,45,3,25,1,15,1,5
Oakland,11/07/2019,10.0,Walt Anderson,Los Angeles Chargers 24 @ Oakland Raiders 26,8,70,3,21,3,30,2,19
Kansas City,11/18/2019,11.0,Brad Allen,Kansas City Chiefs 24 @ Los Angeles Chargers 17,9,60,4,35,4,20,1,5
Denver,12/01/2019,13.0,Brad Rogers,Los Angeles Chargers 20 @ Denver Broncos 23,7,82,5,30,1,37,1,15
Jacksonville,12/08/2019,14.0,Bill Vinovich,Los Angeles Chargers 45 @ Jacksonville Jaguars 10,6,65,3,30,3,35,0,0
Minnesota,12/15/2019,15.0,Ron Torbert,Minnesota Vikings 39 @ Los Angeles Chargers 10,5,48,3,28,2,20,0,0
Oakland,12/22/2019,16.0,Clay Martin,Oakland Raiders 24 @ Los Angeles Chargers 17,2,15,2,15,0,0,0,0
Kansas City,12/29/2019,17.0,Walt Anderson,Los Angeles Chargers 21 @ Kansas City Chiefs 31,8,40,5,25,3,15,0,0
Totals,,,,,103,872,51,415,37,335,15,122
