Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
N.Y. Giants,09/08/2019,1.0,Walt Anderson,New York Giants 17 @ Dallas Cowboys 35,6,47,5,45,1,2,0,0
Washington,09/15/2019,2.0,Shawn Hochuli,Dallas Cowboys 31 @ Washington Redskins 21,8,67,3,25,4,40,1,2
Miami,09/22/2019,3.0,Adrian Hill,Miami Dolphins 6 @ Dallas Cowboys 31,8,100,4,40,2,31,2,29
New Orleans,09/29/2019,4.0,Carl Cheffers,Dallas Cowboys 10 @ New Orleans Saints 12,6,64,2,20,3,34,1,10
Green Bay,10/06/2019,5.0,Ron Torbert,Green Bay Packers 34 @ Dallas Cowboys 24,11,124,5,45,4,64,2,15
N.Y. Jets,10/13/2019,6.0,Brad Rogers,Dallas Cowboys 22 @ New York Jets 24,9,68,4,35,5,33,0,0
Philadelphia,10/20/2019,7.0,Jerome Boger,Philadelphia Eagles 10 @ Dallas Cowboys 37,6,65,4,35,2,30,0,0
N.Y. Giants,11/04/2019,9.0,Clay Martin,Dallas Cowboys 37 @ New York Giants 18,10,104,4,40,4,39,2,25
Minnesota,11/10/2019,10.0,Shawn Hochuli,Minnesota Vikings 28 @ Dallas Cowboys 24,5,39,0,0,5,39,0,0
Detroit,11/17/2019,11.0,Tony Corrente,Dallas Cowboys 35 @ Detroit Lions 27,6,45,1,5,3,25,2,15
New England,11/24/2019,12.0,Scott Novak,Dallas Cowboys 9 @ New England Patriots 13,7,50,4,35,1,5,2,10
Buffalo,11/28/2019,13.0,Bill Vinovich,Buffalo Bills 26 @ Dallas Cowboys 15,5,66,1,5,4,61,0,0
Chicago,12/05/2019,14.0,Brad Rogers,Dallas Cowboys 24 @ Chicago Bears 31,6,52,2,27,4,25,0,0
LA Rams,12/15/2019,15.0,Walt Anderson,Los Angeles Rams 21 @ Dallas Cowboys 44,4,16,0,0,4,16,0,0
Philadelphia,12/22/2019,16.0,Tony Corrente,Dallas Cowboys 9 @ Philadelphia Eagles 17,2,20,0,0,1,15,1,5
Washington,12/29/2019,17.0,Craig Wrolstad,Washington Redskins 16 @ Dallas Cowboys 47,10,81,6,50,2,20,2,11
Totals,,,,,109,1008,45,407,49,479,15,122
