Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Indianapolis,09/08/2024,1,John Hussey,Houston Texans 29 @ Indianapolis Colts 27,5,30,4,25,1,5,0,0
Chicago,09/15/2024,2,Land Clark,Chicago Bears 13 @ Houston Texans 19,12,115,5,40,5,55,2,20
Minnesota,09/22/2024,3,Shawn Hochuli,Houston Texans 7 @ Minnesota Vikings 34,11,88,8,45,2,43,1,0
Jacksonville,09/29/2024,4,Tra Blake,Jacksonville Jaguars 20 @ Houston Texans 24,12,93,9,70,2,10,1,13
Buffalo,10/06/2024,5,Clay Martin,Buffalo Bills 20 @ Houston Texans 23,7,65,4,40,2,20,1,5
New England,10/13/2024,6,Ron Torbert,Houston Texans 41 @ New England Patriots 21,4,38,2,20,2,18,0,0
Green Bay,10/20/2024,7,Scott Novak,Houston Texans 22 @ Green Bay Packers 24,5,55,1,5,3,50,1,0
Indianapolis,10/27/2024,8,Brad Allen,Indianapolis Colts 20 @ Houston Texans 23,5,30,2,10,0,0,3,20
N.Y. Jets,10/31/2024,9,Shawn Hochuli,Houston Texans 13 @ New York Jets 21,7,60,4,30,2,20,1,10
Detroit,11/10/2024,10,Bill Vinovich,Detroit Lions 26 @ Houston Texans 23,4,30,3,25,1,5,0,0
Dallas,11/18/2024,11,Craig Wrolstad,Houston Texans 34 @ Dallas Cowboys 10,9,69,4,24,3,25,2,20
Tennessee,11/24/2024,12,Brad Rogers,Tennessee Titans 32 @ Houston Texans 27,11,81,4,25,3,25,4,31
Jacksonville,12/01/2024,13,Land Clark,Houston Texans 23 @ Jacksonville Jaguars 20,3,15,1,5,1,6,1,4
Miami,12/15/2024,15,Alex Kemp,Miami Dolphins 12 @ Houston Texans 20,7,70,1,10,5,55,1,5
Kansas City,12/21/2024,16,Carl Cheffers,Houston Texans 19 @ Kansas City Chiefs 27,6,45,3,20,3,25,0,0
Baltimore,12/25/2024,17,Alan Eck,Baltimore Ravens 31 @ Houston Texans 2,5,49,1,9,2,20,2,20
Tennessee,01/05/2025,18,Brad Allen,Houston Texans 23 @ Tennessee Titans 14,6,48,4,18,1,15,1,15
LA Chargers,01/11/2025,Wildcard Weekend,Land Clark,Los Angeles Chargers 12 @ Houston Texans 32,8,86,4,46,2,20,2,20
Kansas City,01/18/2025,Divisional Playoffs,Clay Martin,Houston Texans 14 @ Kansas City Chiefs 23,8,82,4,29,2,30,2,23
Totals,,,,,135,1149,68,496,42,447,25,206
