Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Jacksonville,09/11/2022,1.0,Tra Blake,Jacksonville Jaguars 22 @ Washington Commanders 28,6,63,1,5,5,58,0,0
Detroit,09/18/2022,2.0,Bill Vinovich,Washington Commanders 27 @ Detroit Lions 36,2,17,2,17,0,0,0,0
Philadelphia,09/25/2022,3.0,Ron Torbert,Philadelphia Eagles 24 @ Washington Commanders 8,4,48,2,8,2,40,0,0
Dallas,10/02/2022,4.0,Shawn Smith,Washington Commanders 10 @ Dallas Cowboys 25,11,136,7,61,4,75,0,0
Tennessee,10/09/2022,5.0,Land Clark,Tennessee Titans 21 @ Washington Commanders 17,9,71,6,44,2,20,1,7
Chicago,10/13/2022,6.0,Adrian Hill,Washington Commanders 12 @ Chicago Bears 7,7,36,3,13,3,13,1,10
Green Bay,10/23/2022,7.0,Clay Martin,Green Bay Packers 21 @ Washington Commanders 23,7,54,1,5,4,36,2,13
Indianapolis,10/30/2022,8.0,Craig Wrolstad,Washington Commanders 17 @ Indianapolis Colts 16,3,52,0,0,2,44,1,8
Minnesota,11/06/2022,9.0,Jerome Boger,Minnesota Vikings 20 @ Washington Commanders 17,3,26,0,0,1,14,2,12
Philadelphia,11/14/2022,10.0,Alex Kemp,Washington Commanders 32 @ Philadelphia Eagles 21,5,58,3,20,1,30,1,8
Houston,11/20/2022,11.0,Scott Novak,Washington Commanders 23 @ Houston Texans 10,5,36,1,10,1,6,3,20
Atlanta,11/27/2022,12.0,Brad Rogers,Atlanta Falcons 13 @ Washington Commanders 19,4,28,2,20,2,8,0,0
N.Y. Giants,12/04/2022,13.0,Brad Allen,Washington Commanders 20 @ New York Giants 20,7,56,4,30,1,5,2,21
N.Y. Giants,12/18/2022,15.0,John Hussey,New York Giants 20 @ Washington Commanders 12,6,40,6,40,0,0,0,0
San Francisco,12/24/2022,16.0,Jerome Boger,Washington Commanders 20 @ San Francisco 49ers 37,6,51,2,11,0,0,4,40
Cleveland,01/01/2023,17.0,Bill Vinovich,Cleveland Browns 24 @ Washington Commanders 10,5,24,2,10,2,10,1,4
Dallas,01/08/2023,18.0,Tra Blake,Dallas Cowboys 6 @ Washington Commanders 26,2,10,2,10,0,0,0,0
Totals,,,,,92,806,44,304,30,359,18,143
