Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Arizona,09/11/2022,1,Scott Novak,Kansas City Chiefs 44 @ Arizona Cardinals 21,3,25,1,5,0,0,2,20
LA Chargers,09/15/2022,2,John Hussey,Los Angeles Chargers 24 @ Kansas City Chiefs 27,6,54,2,11,1,8,3,35
Indianapolis,09/25/2022,3,Shawn Smith,Kansas City Chiefs 17 @ Indianapolis Colts 20,6,45,2,15,2,20,2,10
Tampa Bay,10/02/2022,4,Bill Vinovich,Kansas City Chiefs 41 @ Tampa Bay Buccaneers 31,4,32,2,15,2,17,0,0
Las Vegas,10/10/2022,5,Carl Cheffers,Las Vegas Raiders 29 @ Kansas City Chiefs 30,5,72,2,10,3,62,0,0
Buffalo,10/16/2022,6,Brad Allen,Buffalo Bills 24 @ Kansas City Chiefs 20,5,58,4,35,1,23,0,0
San Francisco,10/23/2022,7,Alex Kemp,Kansas City Chiefs 44 @ San Francisco 49ers 23,8,84,3,35,4,39,1,10
Tennessee,11/06/2022,9,Clete Blakeman,Tennessee Titans 17 @ Kansas City Chiefs 20,10,69,5,39,1,4,4,26
Jacksonville,11/13/2022,10,Brad Rogers,Jacksonville Jaguars 17 @ Kansas City Chiefs 27,0,0,0,0,0,0,0,0
LA Chargers,11/20/2022,11,Shawn Hochuli,Kansas City Chiefs 30 @ Los Angeles Chargers 27,4,54,2,24,2,30,0,0
LA Rams,11/27/2022,12,Adrian Hill,Los Angeles Rams 10 @ Kansas City Chiefs 26,3,25,3,25,0,0,0,0
Cincinnati,12/04/2022,13,John Hussey,Kansas City Chiefs 24 @ Cincinnati Bengals 27,4,35,1,5,3,30,0,0
Denver,12/11/2022,14,Craig Wrolstad,Kansas City Chiefs 34 @ Denver Broncos 28,4,70,1,5,2,55,1,10
Houston,12/18/2022,15,Carl Cheffers,Kansas City Chiefs 30 @ Houston Texans 24,10,102,3,36,5,54,2,12
Seattle,12/24/2022,16,Clete Blakeman,Seattle Seahawks 10 @ Kansas City Chiefs 24,5,39,2,15,3,24,0,0
Denver,01/01/2023,17,Tra Blake,Denver Broncos 24 @ Kansas City Chiefs 27,5,31,1,10,4,21,0,0
Las Vegas,01/07/2023,18,Scott Novak,Kansas City Chiefs 31 @ Las Vegas Raiders 13,5,43,1,10,3,28,1,5
Jacksonville,01/21/2023,Divisional Playoffs,Shawn Hochuli,Jacksonville Jaguars 20 @ Kansas City Chiefs 27,3,30,1,10,1,15,1,5
Cincinnati,01/29/2023,Conference Championships,Ron Torbert,Cincinnati Bengals 20 @ Kansas City Chiefs 23,4,55,2,25,1,20,1,10
Philadelphia,02/12/2023,Super Bowl,Carl Cheffers,Kansas City Chiefs 38 @ Philadelphia Eagles 35,3,14,1,5,2,9,0,0
Totals,,,,,97,937,39,335,40,459,18,143
