Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
St. Louis,09/07/2014,1.0,Ed Hochuli,Minnesota Vikings 34 @ St. Louis Rams 6,7,60,4,30,1,15,2,15
New England,09/14/2014,2.0,Tony Corrente,New England Patriots 30 @ Minnesota Vikings 7,7,58,4,25,3,33,0,0
New Orleans,09/21/2014,3.0,Walt Anderson,Minnesota Vikings 9 @ New Orleans Saints 20,5,44,2,14,2,20,1,10
Atlanta,09/28/2014,4.0,Ron Torbert,Atlanta Falcons 28 @ Minnesota Vikings 41,6,40,4,25,1,5,1,10
Green Bay,10/02/2014,5.0,Brad Allen,Minnesota Vikings 10 @ Green Bay Packers 42,9,91,3,23,3,34,3,34
Detroit,10/12/2014,6.0,John Parry,Detroit Lions 17 @ Minnesota Vikings 3,9,60,4,30,3,15,2,15
Buffalo,10/19/2014,7.0,Ed Hochuli,Minnesota Vikings 16 @ Buffalo Bills 17,7,50,4,25,2,20,1,5
Tampa Bay,10/26/2014,8.0,Craig Wrolstad,Minnesota Vikings 19 @ Tampa Bay Buccaneers 13,6,59,1,10,3,29,2,20
Washington,11/02/2014,9.0,Gene Steratore,Washington Redskins 26 @ Minnesota Vikings 29,9,60,2,15,6,35,1,10
Chicago,11/16/2014,11.0,Ron Torbert,Minnesota Vikings 13 @ Chicago Bears 21,2,18,1,10,0,0,1,8
Green Bay,11/23/2014,12.0,Clete Blakeman,Green Bay Packers 24 @ Minnesota Vikings 21,7,77,4,51,3,26,0,0
Carolina,11/30/2014,13.0,Brad Allen,Carolina Panthers 13 @ Minnesota Vikings 31,5,25,2,10,2,10,1,5
N.Y. Jets,12/07/2014,14.0,Jerome Boger,New York Jets 24 @ Minnesota Vikings 30,6,70,1,5,3,40,2,25
Detroit,12/14/2014,15.0,Pete Morelli,Minnesota Vikings 14 @ Detroit Lions 16,3,25,3,25,0,0,0,0
Miami,12/21/2014,16.0,Tony Corrente,Minnesota Vikings 35 @ Miami Dolphins 37,8,74,1,10,7,64,0,0
Chicago,12/28/2014,17.0,Jeff Triplette,Chicago Bears 9 @ Minnesota Vikings 13,4,25,3,20,1,5,0,0
Totals,,,,,100,836,43,328,40,351,17,157
