Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Philadelphia,09/09/2012,1.0,Kent Roan,Philadelphia Eagles 17 @ Cleveland Browns 16,3,35,0,0,2,20,1,15
Cincinnati,09/16/2012,2.0,Jerry Hughes,Cleveland Browns 27 @ Cincinnati Bengals 34,10,103,5,40,4,56,1,7
Buffalo,09/23/2012,3.0,David Scott,Buffalo Bills 24 @ Cleveland Browns 14,6,57,4,30,2,27,0,0
Baltimore,09/27/2012,4.0,Gene Steratore,Cleveland Browns 16 @ Baltimore Ravens 23,7,66,3,36,3,15,1,15
N.Y. Giants,10/07/2012,5.0,Clete Blakeman,Cleveland Browns 27 @ New York Giants 41,10,91,6,41,3,45,1,5
Cincinnati,10/14/2012,6.0,Pete Morelli,Cincinnati Bengals 24 @ Cleveland Browns 34,5,35,2,15,1,5,2,15
Indianapolis,10/21/2012,7.0,Carl Cheffers,Cleveland Browns 13 @ Indianapolis Colts 17,9,75,3,20,3,25,3,30
San Diego,10/28/2012,8.0,Jerome Boger,San Diego Chargers 6 @ Cleveland Browns 7,4,35,2,15,0,0,2,20
Baltimore,11/04/2012,9.0,Jeff Triplette,Baltimore Ravens 25 @ Cleveland Browns 15,4,31,3,15,1,16,0,0
Dallas,11/18/2012,11.0,Ed Hochuli,Cleveland Browns 20 @ Dallas Cowboys 23,12,129,0,0,10,112,2,17
Pittsburgh,11/25/2012,12.0,Ron Winter,Pittsburgh Steelers 14 @ Cleveland Browns 20,10,90,6,45,3,35,1,10
Oakland,12/02/2012,13.0,Bill Leavy,Cleveland Browns 20 @ Oakland Raiders 17,2,25,1,10,0,0,1,15
Kansas City,12/09/2012,14.0,Walt Anderson,Kansas City Chiefs 7 @ Cleveland Browns 30,7,55,5,35,2,20,0,0
Washington,12/16/2012,15.0,Bill Vinovich,Washington Redskins 38 @ Cleveland Browns 21,5,30,3,15,1,5,1,10
Denver,12/23/2012,16.0,Al Riveron,Cleveland Browns 12 @ Denver Broncos 34,10,69,4,20,5,39,1,10
Pittsburgh,12/30/2012,17.0,Walt Coleman,Cleveland Browns 10 @ Pittsburgh Steelers 24,9,79,4,25,3,29,2,25
Totals,,,,,113,1005,51,362,43,449,19,194
