Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Francisco,09/07/2014,1,Terry McAulay,San Francisco 49ers 28 @ Dallas Cowboys 17,10,72,6,45,2,12,2,15
Tennessee,09/14/2014,2,Walt Coleman,Dallas Cowboys 26 @ Tennessee Titans 10,4,25,4,25,0,0,0,0
St. Louis,09/21/2014,3,Clete Blakeman,Dallas Cowboys 34 @ St. Louis Rams 31,3,15,1,10,2,5,0,0
New Orleans,09/28/2014,4,Gene Steratore,New Orleans Saints 17 @ Dallas Cowboys 38,6,50,3,25,2,10,1,15
Houston,10/05/2014,5,Pete Morelli,Houston Texans 17 @ Dallas Cowboys 20,7,56,4,30,0,0,3,26
Seattle,10/12/2014,6,Bill Leavy,Dallas Cowboys 30 @ Seattle Seahawks 23,6,46,4,31,1,5,1,10
N.Y. Giants,10/19/2014,7,Jerome Boger,New York Giants 21 @ Dallas Cowboys 31,6,46,3,25,2,16,1,5
Washington,10/27/2014,8,Tony Corrente,Washington Redskins 20 @ Dallas Cowboys 17,3,35,2,20,0,0,1,15
Arizona,11/02/2014,9,Craig Wrolstad,Arizona Cardinals 28 @ Dallas Cowboys 17,5,33,3,23,2,10,0,0
Jacksonville,11/09/2014,10,John Parry,Dallas Cowboys 31 @ Jacksonville Jaguars 17,9,65,3,20,5,40,1,5
N.Y. Giants,11/23/2014,12,Bill Vinovich,Dallas Cowboys 31 @ New York Giants 28,7,63,2,25,4,33,1,5
Philadelphia,11/27/2014,13,Clete Blakeman,Philadelphia Eagles 33 @ Dallas Cowboys 10,6,42,1,5,3,25,2,12
Chicago,12/04/2014,14,Ed Hochuli,Dallas Cowboys 41 @ Chicago Bears 28,8,97,2,10,5,77,1,10
Philadelphia,12/14/2014,15,Terry McAulay,Dallas Cowboys 38 @ Philadelphia Eagles 27,11,79,7,50,3,24,1,5
Indianapolis,12/21/2014,16,Bill Leavy,Indianapolis Colts 7 @ Dallas Cowboys 42,7,67,1,5,6,62,0,0
Washington,12/28/2014,17,Jerome Boger,Dallas Cowboys 44 @ Washington Redskins 17,7,48,3,30,3,12,1,6
Detroit,01/04/2015,Wildcard Weekend,Pete Morelli,Detroit Lions 20 @ Dallas Cowboys 24,6,46,3,25,0,0,3,21
Green Bay,01/11/2015,Divisional Playoffs,Gene Steratore,Dallas Cowboys 21 @ Green Bay Packers 26,5,35,1,10,2,10,2,15
Totals,,,,,116,920,53,414,42,341,21,165
