Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Chicago,09/13/2009,1,Ron Winter,Chicago Bears 15 @ Green Bay Packers 21,6,45,3,25,2,10,1,10
Cincinnati,09/20/2009,2,Ed Hochuli,Cincinnati Bengals 31 @ Green Bay Packers 24,11,76,2,10,4,31,5,35
St. Louis,09/27/2009,3,Walt Coleman,Green Bay Packers 36 @ St. Louis Rams 17,6,51,2,15,2,20,2,16
Minnesota,10/05/2009,4,Gene Steratore,Green Bay Packers 23 @ Minnesota Vikings 30,7,57,2,15,3,22,2,20
Detroit,10/18/2009,6,Jerome Boger,Detroit Lions 0 @ Green Bay Packers 26,13,130,7,55,2,25,4,50
Cleveland,10/25/2009,7,Don Carey,Green Bay Packers 31 @ Cleveland Browns 3,8,70,2,20,5,45,1,5
Minnesota,11/01/2009,8,Tony Corrente,Minnesota Vikings 38 @ Green Bay Packers 26,6,45,2,14,2,16,2,15
Tampa Bay,11/08/2009,9,Pete Morelli,Green Bay Packers 28 @ Tampa Bay Buccaneers 38,5,35,2,15,2,10,1,10
Dallas,11/15/2009,10,Jeff Triplette,Dallas Cowboys 7 @ Green Bay Packers 17,12,100,8,68,3,22,1,10
San Francisco,11/22/2009,11,Scott Green,San Francisco 49ers 24 @ Green Bay Packers 30,6,64,3,30,1,15,2,19
Detroit,11/26/2009,12,Bill Leavy,Green Bay Packers 34 @ Detroit Lions 12,7,57,1,5,2,18,4,34
Baltimore,12/07/2009,13,Walt Anderson,Baltimore Ravens 14 @ Green Bay Packers 27,11,175,4,35,6,130,1,10
Chicago,12/13/2009,14,Mike Carey,Green Bay Packers 21 @ Chicago Bears 14,4,30,2,10,1,15,1,5
Pittsburgh,12/20/2009,15,John Parry,Green Bay Packers 36 @ Pittsburgh Steelers 37,7,53,1,5,5,38,1,10
Seattle,12/27/2009,16,Walt Coleman,Seattle Seahawks 10 @ Green Bay Packers 48,5,50,3,20,0,0,2,30
Arizona,01/03/2010,17,Carl Cheffers,Green Bay Packers 33 @ Arizona Cardinals 7,4,19,4,19,0,0,0,0
Arizona,01/10/2010,Wildcard Weekend,Scott Green,Green Bay Packers 45 @ Arizona Cardinals 51,8,76,2,20,4,42,2,14
Totals,,,,,126,1133,50,381,44,459,32,293
