Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/14/2009,1,Scott Green,Buffalo Bills 24 @ New England Patriots 25,6,55,3,20,3,35,0,0
N.Y. Jets,09/20/2009,2,John Parry,New England Patriots 9 @ New York Jets 16,11,89,7,50,0,0,4,39
Atlanta,09/27/2009,3,Al Riveron,Atlanta Falcons 10 @ New England Patriots 26,2,10,1,5,0,0,1,5
Baltimore,10/04/2009,4,Ron Winter,Baltimore Ravens 21 @ New England Patriots 27,5,41,2,15,2,20,1,6
Denver,10/11/2009,5,Carl Cheffers,New England Patriots 17 @ Denver Broncos 20,4,46,1,15,3,31,0,0
Tennessee,10/18/2009,6,Gene Steratore,Tennessee Titans 0 @ New England Patriots 59,6,40,4,20,2,20,0,0
Tampa Bay,10/25/2009,7,Jerome Boger,New England Patriots 35 @ Tampa Bay Buccaneers 7,10,66,8,56,0,0,2,10
Miami,11/08/2009,9,Mike Carey,Miami Dolphins 17 @ New England Patriots 27,5,49,2,15,2,29,1,5
Indianapolis,11/15/2009,10,Scott Green,New England Patriots 34 @ Indianapolis Colts 35,4,72,1,10,3,62,0,0
N.Y. Jets,11/22/2009,11,Jeff Triplette,New York Jets 14 @ New England Patriots 31,6,51,4,30,0,0,2,21
New Orleans,11/30/2009,12,Pete Morelli,New England Patriots 17 @ New Orleans Saints 38,0,0,0,0,0,0,0,0
Miami,12/06/2009,13,Gene Steratore,New England Patriots 21 @ Miami Dolphins 22,6,82,3,25,2,52,1,5
Carolina,12/13/2009,14,Terry McAulay,Carolina Panthers 10 @ New England Patriots 20,4,25,2,10,1,5,1,10
Buffalo,12/20/2009,15,Tony Corrente,New England Patriots 17 @ Buffalo Bills 10,6,52,3,22,2,20,1,10
Jacksonville,12/27/2009,16,Don Carey,Jacksonville Jaguars 7 @ New England Patriots 35,2,10,2,10,0,0,0,0
Houston,01/03/2010,17,John Parry,New England Patriots 27 @ Houston Texans 34,4,55,1,10,2,36,1,9
Baltimore,01/10/2010,Wildcard Weekend,Gene Steratore,Baltimore Ravens 33 @ New England Patriots 14,5,41,3,25,1,1,1,15
Totals,,,,,86,784,47,338,23,311,16,135
