Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/10/2018,1,Ron Torbert,Los Angeles Rams 33 @ Oakland Raiders 13,8,70,1,10,4,35,3,25
Arizona,09/16/2018,2,Craig Wrolstad,Arizona Cardinals 0 @ Los Angeles Rams 34,5,49,2,14,0,0,3,35
LA Chargers,09/23/2018,3,John Hussey,Los Angeles Chargers 23 @ Los Angeles Rams 35,6,64,5,54,0,0,1,10
Minnesota,09/27/2018,4,Brad Allen,Minnesota Vikings 31 @ Los Angeles Rams 38,2,15,0,0,0,0,2,15
Seattle,10/07/2018,5,Clete Blakeman,Los Angeles Rams 33 @ Seattle Seahawks 31,7,45,3,15,3,25,1,5
Denver,10/14/2018,6,Shawn Smith,Los Angeles Rams 23 @ Denver Broncos 20,10,81,2,10,7,66,1,5
San Francisco,10/21/2018,7,Walt Anderson,Los Angeles Rams 39 @ San Francisco 49ers 10,1,10,0,0,0,0,1,10
Green Bay,10/28/2018,8,Ron Torbert,Green Bay Packers 27 @ Los Angeles Rams 29,2,15,2,15,0,0,0,0
New Orleans,11/04/2018,9,Bill Vinovich,Los Angeles Rams 35 @ New Orleans Saints 45,4,32,1,15,3,17,0,0
Seattle,11/11/2018,10,John Hussey,Seattle Seahawks 31 @ Los Angeles Rams 36,10,102,3,15,5,62,2,25
Kansas City,11/19/2018,11,Clete Blakeman,Kansas City Chiefs 51 @ Los Angeles Rams 54,8,60,2,15,4,25,1,10
Detroit,12/02/2018,13,John Parry,Los Angeles Rams 30 @ Detroit Lions 16,7,105,2,15,4,80,1,10
Chicago,12/09/2018,14,Craig Wrolstad,Los Angeles Rams 6 @ Chicago Bears 15,9,57,5,30,3,17,1,10
Philadelphia,12/16/2018,15,Bill Vinovich,Philadelphia Eagles 30 @ Los Angeles Rams 23,5,50,4,35,1,15,0,0
Arizona,12/23/2018,16,Walt Coleman,Los Angeles Rams 31 @ Arizona Cardinals 9,6,66,1,10,3,41,2,15
San Francisco,12/30/2018,17,Jerome Boger,San Francisco 49ers 32 @ Los Angeles Rams 48,6,57,1,12,4,40,1,5
Dallas,01/12/2019,Divisional Playoffs,John Parry,Dallas Cowboys 22 @ Los Angeles Rams 30,4,41,0,0,3,36,1,5
New Orleans,01/20/2019,Conference Championships,Bill Vinovich,Los Angeles Rams 26 @ New Orleans Saints 23,7,64,1,5,2,19,4,40
New England,02/03/2019,Super Bowl,John Parry,New England Patriots 13 @ Los Angeles Rams 3,9,65,4,30,4,30,1,5
Totals,,,,,116,1048,39,300,50,508,26,230
