Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Francisco,09/11/2011,1.0,Jeff Triplette,Seattle Seahawks 17 @ San Francisco 49ers 33,11,72,3,20,4,21,4,31
Pittsburgh,09/18/2011,2.0,Bill Leavy,Seattle Seahawks 0 @ Pittsburgh Steelers 24,6,66,4,25,2,41,0,0
Arizona,09/25/2011,3.0,Al Riveron,Arizona Cardinals 10 @ Seattle Seahawks 13,8,39,3,15,4,19,1,5
Atlanta,10/02/2011,4.0,Walt Anderson,Atlanta Falcons 30 @ Seattle Seahawks 28,6,40,3,25,2,10,1,5
N.Y. Giants,10/09/2011,5.0,Ed Hochuli,Seattle Seahawks 36 @ New York Giants 25,10,70,6,40,2,10,2,20
Cleveland,10/23/2011,7.0,Mike Carey,Seattle Seahawks 3 @ Cleveland Browns 6,8,68,4,25,2,28,2,15
Cincinnati,10/30/2011,8.0,Tony Corrente,Cincinnati Bengals 34 @ Seattle Seahawks 12,11,80,5,30,6,50,0,0
Dallas,11/06/2011,9.0,Terry McAulay,Seattle Seahawks 13 @ Dallas Cowboys 23,10,88,4,30,2,16,4,42
Baltimore,11/13/2011,10.0,Scott Green,Baltimore Ravens 17 @ Seattle Seahawks 22,13,100,6,45,6,40,1,15
St. Louis,11/20/2011,11.0,Carl Cheffers,Seattle Seahawks 24 @ St. Louis Rams 7,13,100,7,55,2,20,4,25
Washington,11/27/2011,12.0,Clete Blakeman,Washington Redskins 23 @ Seattle Seahawks 17,9,91,5,50,3,26,1,15
Philadelphia,12/01/2011,13.0,Pete Morelli,Philadelphia Eagles 14 @ Seattle Seahawks 31,5,30,4,20,0,0,1,10
St. Louis,12/12/2011,14.0,Bill Leavy,St. Louis Rams 13 @ Seattle Seahawks 30,9,61,3,15,5,36,1,10
Chicago,12/18/2011,15.0,Ed Hochuli,Seattle Seahawks 38 @ Chicago Bears 14,5,31,2,15,1,1,2,15
San Francisco,12/24/2011,16.0,Ron Winter,San Francisco 49ers 19 @ Seattle Seahawks 17,6,51,2,17,3,19,1,15
Arizona,01/01/2012,17.0,Gene Steratore,Seattle Seahawks 20 @ Arizona Cardinals 23,7,55,4,25,3,30,0,0
Totals,,,,,137,1042,65,452,47,367,25,223
