Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New England,09/12/2010,1.0,Carl Cheffers,Cincinnati Bengals 24 @ New England Patriots 38,2,5,1,5,0,0,1,0
Baltimore,09/19/2010,2.0,Gene Steratore,Baltimore Ravens 10 @ Cincinnati Bengals 15,9,56,7,46,2,10,0,0
Carolina,09/26/2010,3.0,Pete Morelli,Cincinnati Bengals 20 @ Carolina Panthers 7,8,69,3,20,4,49,1,0
Cleveland,10/03/2010,4.0,Jerome Boger,Cincinnati Bengals 20 @ Cleveland Browns 23,8,79,3,25,5,54,0,0
Tampa Bay,10/10/2010,5.0,Scott Green,Tampa Bay Buccaneers 24 @ Cincinnati Bengals 21,9,60,6,33,2,20,1,7
Atlanta,10/24/2010,7.0,Al Riveron,Cincinnati Bengals 32 @ Atlanta Falcons 39,7,36,3,15,2,9,2,12
Miami,10/31/2010,8.0,Terry McAulay,Miami Dolphins 22 @ Cincinnati Bengals 14,4,36,1,5,2,21,1,10
Pittsburgh,11/08/2010,9.0,Ron Winter,Pittsburgh Steelers 27 @ Cincinnati Bengals 21,3,30,3,30,0,0,0,0
Indianapolis,11/14/2010,10.0,Walt Anderson,Cincinnati Bengals 17 @ Indianapolis Colts 23,4,38,2,9,1,19,1,10
Buffalo,11/21/2010,11.0,Ed Hochuli,Buffalo Bills 49 @ Cincinnati Bengals 31,7,57,4,32,3,25,0,0
N.Y. Jets,11/25/2010,12.0,Mike Carey,Cincinnati Bengals 10 @ New York Jets 26,2,25,1,10,1,15,0,0
New Orleans,12/05/2010,13.0,Jeff Triplette,New Orleans Saints 34 @ Cincinnati Bengals 30,7,43,5,34,1,4,1,5
Pittsburgh,12/12/2010,14.0,Walt Coleman,Cincinnati Bengals 7 @ Pittsburgh Steelers 23,4,25,4,25,0,0,0,0
Cleveland,12/19/2010,15.0,Jerome Boger,Cleveland Browns 17 @ Cincinnati Bengals 19,6,55,3,25,1,15,2,15
San Diego,12/26/2010,16.0,Gene Steratore,San Diego Chargers 20 @ Cincinnati Bengals 34,6,57,1,10,3,31,2,16
Baltimore,01/02/2011,17.0,Pete Morelli,Cincinnati Bengals 7 @ Baltimore Ravens 13,4,49,2,10,1,24,1,15
Totals,,,,,90,720,49,334,28,296,13,90
