Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Miami,09/10/2023,1.0,Brad Allen,Miami Dolphins 36 @ Los Angeles Chargers 34,6,70,3,21,3,49,0,0
Tennessee,09/17/2023,2.0,Alan Eck,Los Angeles Chargers 24 @ Tennessee Titans 27,4,43,1,9,3,34,0,0
Minnesota,09/24/2023,3.0,Shawn Smith,Los Angeles Chargers 28 @ Minnesota Vikings 24,12,94,4,35,7,54,1,5
Las Vegas,10/01/2023,4.0,John Hussey,Las Vegas Raiders 17 @ Los Angeles Chargers 24,4,34,1,10,3,24,0,0
Dallas,10/16/2023,6.0,Land Clark,Dallas Cowboys 20 @ Los Angeles Chargers 17,9,79,6,44,3,35,0,0
Kansas City,10/22/2023,7.0,Tra Blake,Los Angeles Chargers 17 @ Kansas City Chiefs 31,4,43,3,20,1,23,0,0
Chicago,10/29/2023,8.0,Brad Rogers,Chicago Bears 13 @ Los Angeles Chargers 30,2,15,2,15,0,0,0,0
N.Y. Jets,11/06/2023,9.0,Craig Wrolstad,Los Angeles Chargers 27 @ New York Jets 6,4,39,1,5,3,34,0,0
Detroit,11/12/2023,10.0,Shawn Smith,Detroit Lions 41 @ Los Angeles Chargers 38,3,36,1,5,2,31,0,0
Green Bay,11/19/2023,11.0,John Hussey,Los Angeles Chargers 20 @ Green Bay Packers 23,4,54,2,15,2,39,0,0
Baltimore,11/26/2023,12.0,Alan Eck,Baltimore Ravens 20 @ Los Angeles Chargers 10,5,41,4,35,1,6,0,0
New England,12/03/2023,13.0,Bill Vinovich,Los Angeles Chargers 6 @ New England Patriots 0,4,20,2,10,1,5,1,5
Denver,12/10/2023,14.0,Clete Blakeman,Denver Broncos 24 @ Los Angeles Chargers 7,2,10,1,5,1,5,0,0
Las Vegas,12/14/2023,15.0,Ron Torbert,Los Angeles Chargers 21 @ Las Vegas Raiders 63,6,65,2,20,2,20,2,25
Buffalo,12/23/2023,16.0,Adrian Hill,Buffalo Bills 24 @ Los Angeles Chargers 22,6,29,6,29,0,0,0,0
Denver,12/31/2023,17.0,Craig Wrolstad,Los Angeles Chargers 9 @ Denver Broncos 16,3,48,2,20,1,28,0,0
Kansas City,01/07/2024,18.0,Scott Novak,Kansas City Chiefs 13 @ Los Angeles Chargers 12,1,5,1,5,0,0,0,0
Totals,,,,,79,725,42,303,33,387,4,35
