Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Buffalo,09/11/2011,1.0,Scott Green,Buffalo Bills 41 @ Kansas City Chiefs 7,1,3,0,0,1,3,0,0
Detroit,09/18/2011,2.0,Tony Corrente,Kansas City Chiefs 3 @ Detroit Lions 48,8,70,2,10,3,30,3,30
San Diego,09/25/2011,3.0,Walt Coleman,Kansas City Chiefs 17 @ San Diego Chargers 20,7,65,6,60,1,5,0,0
Minnesota,10/02/2011,4.0,Bill Leavy,Minnesota Vikings 17 @ Kansas City Chiefs 22,6,57,4,35,0,0,2,22
Indianapolis,10/09/2011,5.0,Carl Cheffers,Kansas City Chiefs 28 @ Indianapolis Colts 24,5,39,3,29,1,5,1,5
Oakland,10/23/2011,7.0,Jeff Triplette,Kansas City Chiefs 28 @ Oakland Raiders 0,10,98,4,25,4,53,2,20
San Diego,10/31/2011,8.0,Al Riveron,San Diego Chargers 20 @ Kansas City Chiefs 23,9,53,6,33,0,0,3,20
Miami,11/06/2011,9.0,Walt Anderson,Miami Dolphins 31 @ Kansas City Chiefs 3,8,70,5,35,3,35,0,0
Denver,11/13/2011,10.0,Ron Winter,Denver Broncos 17 @ Kansas City Chiefs 10,4,40,2,15,1,15,1,10
New England,11/21/2011,11.0,Clete Blakeman,Kansas City Chiefs 3 @ New England Patriots 34,5,34,4,24,0,0,1,10
Pittsburgh,11/27/2011,12.0,Ed Hochuli,Pittsburgh Steelers 13 @ Kansas City Chiefs 9,4,20,1,5,2,10,1,5
Chicago,12/04/2011,13.0,Jerome Boger,Kansas City Chiefs 10 @ Chicago Bears 3,8,60,5,35,0,0,3,25
N.Y. Jets,12/11/2011,14.0,Terry McAulay,Kansas City Chiefs 10 @ New York Jets 37,11,128,3,30,7,88,1,10
Green Bay,12/18/2011,15.0,Gene Steratore,Green Bay Packers 14 @ Kansas City Chiefs 19,7,55,2,10,1,5,4,40
Oakland,12/24/2011,16.0,Mike Carey,Oakland Raiders 16 @ Kansas City Chiefs 13,11,88,9,74,2,14,0,0
Denver,01/01/2012,17.0,Pete Morelli,Kansas City Chiefs 7 @ Denver Broncos 3,6,36,3,11,2,20,1,5
Totals,,,,,110,916,59,431,28,283,23,202
