Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Oakland,09/09/2019,1.0,Craig Wrolstad,Denver Broncos 16 @ Oakland Raiders 24,6,44,5,40,0,0,1,4
Chicago,09/15/2019,2.0,Adrian Hill,Chicago Bears 16 @ Denver Broncos 14,10,81,5,45,4,26,1,10
Green Bay,09/22/2019,3.0,Brad Rogers,Denver Broncos 16 @ Green Bay Packers 27,3,27,1,10,1,15,1,2
Jacksonville,09/29/2019,4.0,Ron Torbert,Jacksonville Jaguars 26 @ Denver Broncos 24,5,48,2,23,2,20,1,5
LA Chargers,10/06/2019,5.0,Shawn Hochuli,Denver Broncos 20 @ Los Angeles Chargers 13,12,122,5,40,6,72,1,10
Tennessee,10/13/2019,6.0,Alex Kemp,Tennessee Titans 0 @ Denver Broncos 16,8,51,3,15,5,36,0,0
Kansas City,10/17/2019,7.0,Shawn Smith,Kansas City Chiefs 30 @ Denver Broncos 6,4,33,2,20,2,13,0,0
Indianapolis,10/27/2019,8.0,Walt Anderson,Denver Broncos 13 @ Indianapolis Colts 15,10,88,5,40,3,28,2,20
Cleveland,11/03/2019,9.0,Bill Vinovich,Cleveland Browns 19 @ Denver Broncos 24,7,55,3,20,3,30,1,5
Minnesota,11/17/2019,11.0,Clay Martin,Denver Broncos 23 @ Minnesota Vikings 27,6,35,4,25,2,10,0,0
Buffalo,11/24/2019,12.0,Jerome Boger,Denver Broncos 3 @ Buffalo Bills 20,7,70,3,30,3,25,1,15
LA Chargers,12/01/2019,13.0,Brad Rogers,Los Angeles Chargers 20 @ Denver Broncos 23,3,25,2,10,0,0,1,15
Houston,12/08/2019,14.0,Adrian Hill,Denver Broncos 38 @ Houston Texans 24,7,50,3,30,2,10,2,10
Kansas City,12/15/2019,15.0,Clete Blakeman,Denver Broncos 3 @ Kansas City Chiefs 23,7,72,2,10,4,57,1,5
Detroit,12/22/2019,16.0,Craig Wrolstad,Detroit Lions 17 @ Denver Broncos 27,6,50,3,30,2,10,1,10
Oakland,12/29/2019,17.0,Shawn Smith,Oakland Raiders 15 @ Denver Broncos 16,9,61,5,43,3,13,1,5
Totals,,,,,110,912,53,431,42,365,15,116
