Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
New Orleans,09/10/2023,1.0,Ron Torbert,Tennessee Titans 15 @ New Orleans Saints 16,6,45,5,30,1,15,0,0
LA Chargers,09/17/2023,2.0,Alan Eck,Los Angeles Chargers 24 @ Tennessee Titans 27,7,45,3,15,3,20,1,10
Cleveland,09/24/2023,3.0,Craig Wrolstad,Tennessee Titans 3 @ Cleveland Browns 27,8,80,3,20,4,55,1,5
Cincinnati,10/01/2023,4.0,Shawn Smith,Cincinnati Bengals 3 @ Tennessee Titans 27,5,27,3,20,2,7,0,0
Indianapolis,10/08/2023,5.0,Brad Rogers,Tennessee Titans 16 @ Indianapolis Colts 23,4,58,2,20,2,38,0,0
Baltimore,10/15/2023,6.0,Bill Vinovich,Baltimore Ravens 24 @ Tennessee Titans 16,6,45,3,19,2,18,1,8
Atlanta,10/29/2023,8.0,Clay Martin,Atlanta Falcons 23 @ Tennessee Titans 28,6,53,3,19,1,9,2,25
Pittsburgh,11/02/2023,9.0,John Hussey,Tennessee Titans 16 @ Pittsburgh Steelers 20,7,51,3,18,3,23,1,10
Tampa Bay,11/12/2023,10.0,Alan Eck,Tennessee Titans 6 @ Tampa Bay Buccaneers 20,5,35,2,10,3,25,0,0
Jacksonville,11/19/2023,11.0,Brad Rogers,Tennessee Titans 14 @ Jacksonville Jaguars 34,7,66,3,15,3,41,1,10
Carolina,11/26/2023,12.0,Ron Torbert,Carolina Panthers 10 @ Tennessee Titans 17,8,53,3,15,4,29,1,9
Indianapolis,12/03/2023,13.0,Craig Wrolstad,Indianapolis Colts 31 @ Tennessee Titans 28,9,74,4,30,4,39,1,5
Miami,12/11/2023,14.0,Adrian Hill,Tennessee Titans 28 @ Miami Dolphins 27,9,59,6,33,3,26,0,0
Houston,12/17/2023,15.0,Clete Blakeman,Houston Texans 19 @ Tennessee Titans 16,5,50,0,0,4,40,1,10
Seattle,12/24/2023,16.0,Shawn Smith,Seattle Seahawks 20 @ Tennessee Titans 17,10,97,4,20,5,62,1,15
Houston,12/31/2023,17.0,Scott Novak,Tennessee Titans 3 @ Houston Texans 26,3,15,2,10,0,0,1,5
Jacksonville,01/07/2024,18.0,Tra Blake,Jacksonville Jaguars 20 @ Tennessee Titans 28,5,29,2,10,3,19,0,0
Totals,,,,,110,882,51,304,47,466,12,112
