Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Washington,09/09/2013,1,Ron Winter,Philadelphia Eagles 33 @ Washington Redskins 27,8,65,7,60,0,0,1,5
San Diego,09/15/2013,2,Terry McAulay,San Diego Chargers 33 @ Philadelphia Eagles 30,9,82,4,30,4,47,1,5
Kansas City,09/19/2013,3,Walt Anderson,Kansas City Chiefs 26 @ Philadelphia Eagles 16,6,45,5,30,0,0,1,15
Denver,09/29/2013,4,Pete Morelli,Philadelphia Eagles 20 @ Denver Broncos 52,8,62,3,25,5,37,0,0
N.Y. Giants,10/06/2013,5,Walt Coleman,Philadelphia Eagles 36 @ New York Giants 21,8,88,4,26,1,32,3,30
Tampa Bay,10/13/2013,6,Clete Blakeman,Philadelphia Eagles 31 @ Tampa Bay Buccaneers 20,3,31,2,15,1,16,0,0
Dallas,10/20/2013,7,John Parry,Dallas Cowboys 17 @ Philadelphia Eagles 3,5,33,2,20,3,13,0,0
N.Y. Giants,10/27/2013,8,Carl Cheffers,New York Giants 15 @ Philadelphia Eagles 7,4,48,3,29,1,19,0,0
Oakland,11/03/2013,9,Ed Hochuli,Philadelphia Eagles 49 @ Oakland Raiders 20,7,52,2,15,2,12,3,25
Green Bay,11/10/2013,10,Mike Carey,Philadelphia Eagles 27 @ Green Bay Packers 13,5,65,2,15,3,50,0,0
Washington,11/17/2013,11,Walt Coleman,Washington Redskins 16 @ Philadelphia Eagles 24,9,68,4,33,5,35,0,0
Arizona,12/01/2013,13,Tony Corrente,Arizona Cardinals 21 @ Philadelphia Eagles 24,5,48,1,10,3,28,1,10
Detroit,12/08/2013,14,Ed Hochuli,Detroit Lions 20 @ Philadelphia Eagles 34,1,5,1,5,0,0,0,0
Minnesota,12/15/2013,15,Walt Anderson,Philadelphia Eagles 30 @ Minnesota Vikings 48,9,94,3,30,5,59,1,5
Chicago,12/22/2013,16,Mike Carey,Chicago Bears 11 @ Philadelphia Eagles 54,2,15,1,10,1,5,0,0
Dallas,12/29/2013,17,Gene Steratore,Philadelphia Eagles 24 @ Dallas Cowboys 22,6,50,2,20,3,15,1,15
New Orleans,01/04/2014,Wildcard Weekend,Bill Vinovich,New Orleans Saints 26 @ Philadelphia Eagles 24,4,38,1,13,1,5,2,20
Totals,,,,,99,889,47,386,38,373,14,130
