Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Las Vegas,09/13/2020,1.0,Brad Allen,Las Vegas Raiders 34 @ Carolina Panthers 30,5,65,1,15,2,24,2,26
Tampa Bay,09/20/2020,2.0,John Hussey,Carolina Panthers 17 @ Tampa Bay Buccaneers 31,9,77,4,25,4,45,1,7
LA Chargers,09/27/2020,3.0,Tony Corrente,Carolina Panthers 21 @ Los Angeles Chargers 16,3,30,2,15,1,15,0,0
Arizona,10/04/2020,4.0,Ron Torbert,Arizona Cardinals 21 @ Carolina Panthers 31,10,72,5,31,5,41,0,0
Atlanta,10/11/2020,5.0,Brad Allen,Carolina Panthers 23 @ Atlanta Falcons 16,4,25,2,15,2,10,0,0
Chicago,10/18/2020,6.0,Adrian Hill,Chicago Bears 23 @ Carolina Panthers 16,8,69,3,15,4,44,1,10
New Orleans,10/25/2020,7.0,Craig Wrolstad,Carolina Panthers 24 @ New Orleans Saints 27,1,5,0,0,1,5,0,0
Atlanta,10/29/2020,8.0,Shawn Hochuli,Atlanta Falcons 25 @ Carolina Panthers 17,6,30,0,0,5,25,1,5
Kansas City,11/08/2020,9.0,Clay Martin,Carolina Panthers 31 @ Kansas City Chiefs 33,12,82,5,40,6,37,1,5
Tampa Bay,11/15/2020,10.0,Land Clark,Tampa Bay Buccaneers 46 @ Carolina Panthers 23,5,40,0,0,3,20,2,20
Detroit,11/22/2020,11.0,Ron Torbert,Detroit Lions 0 @ Carolina Panthers 20,7,45,5,35,1,5,1,5
Minnesota,11/29/2020,12.0,Brad Rogers,Carolina Panthers 27 @ Minnesota Vikings 28,7,58,2,18,1,5,4,35
Denver,12/13/2020,14.0,Shawn Hochuli,Denver Broncos 32 @ Carolina Panthers 27,7,48,2,15,3,22,2,11
Green Bay,12/19/2020,15.0,Alex Kemp,Carolina Panthers 16 @ Green Bay Packers 24,7,66,3,30,3,26,1,10
Washington,12/27/2020,16.0,Carl Cheffers,Carolina Panthers 20 @ Washington Football Team 13,3,35,0,0,3,35,0,0
New Orleans,01/03/2021,17.0,Adrian Hill,New Orleans Saints 33 @ Carolina Panthers 7,1,5,1,5,0,0,0,0
Totals,,,,,95,752,35,259,44,359,16,134
