Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Green Bay,09/11/2016,1.0,Carl Cheffers,Green Bay Packers 27 @ Jacksonville Jaguars 23,9,79,3,20,5,49,1,10
San Diego,09/18/2016,2.0,Carl Cheffers,Jacksonville Jaguars 14 @ San Diego Chargers 38,13,93,4,30,6,40,3,23
Baltimore,09/25/2016,3.0,Gene Steratore,Baltimore Ravens 19 @ Jacksonville Jaguars 17,7,75,2,20,3,30,2,25
Indianapolis,10/02/2016,4.0,Walt Anderson,Indianapolis Colts 27 @ Jacksonville Jaguars 30,11,145,2,20,6,104,3,21
Chicago,10/16/2016,6.0,Clete Blakeman,Jacksonville Jaguars 17 @ Chicago Bears 16,5,50,3,30,1,15,1,5
Oakland,10/23/2016,7.0,Jeff Triplette,Oakland Raiders 33 @ Jacksonville Jaguars 16,13,122,5,50,5,45,3,27
Tennessee,10/27/2016,8.0,John Hussey,Jacksonville Jaguars 22 @ Tennessee Titans 36,7,75,3,25,2,30,2,20
Kansas City,11/06/2016,9.0,Gene Steratore,Jacksonville Jaguars 14 @ Kansas City Chiefs 19,5,46,2,23,1,5,2,18
Houston,11/13/2016,10.0,Ron Torbert,Houston Texans 24 @ Jacksonville Jaguars 21,4,48,2,20,1,15,1,13
Detroit,11/20/2016,11.0,Bill Vinovich,Jacksonville Jaguars 19 @ Detroit Lions 26,4,25,3,20,1,5,0,0
Buffalo,11/27/2016,12.0,Tony Corrente,Jacksonville Jaguars 21 @ Buffalo Bills 28,6,60,2,10,2,40,2,10
Denver,12/04/2016,13.0,Craig Wrolstad,Denver Broncos 20 @ Jacksonville Jaguars 10,6,65,4,35,1,15,1,15
Minnesota,12/11/2016,14.0,John Hussey,Minnesota Vikings 25 @ Jacksonville Jaguars 16,14,114,7,42,3,32,4,40
Houston,12/18/2016,15.0,Ed Hochuli,Jacksonville Jaguars 20 @ Houston Texans 21,12,91,4,31,4,26,4,34
Tennessee,12/24/2016,16.0,Pete Morelli,Tennessee Titans 17 @ Jacksonville Jaguars 38,4,45,2,15,1,15,1,15
Indianapolis,01/01/2017,17.0,Clete Blakeman,Jacksonville Jaguars 20 @ Indianapolis Colts 24,8,54,4,30,3,16,1,8
Totals,,,,,128,1187,52,421,45,482,31,284
