Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Tennessee,09/13/2015,1.0,John Hussey,Tennessee Titans 42 @ Tampa Bay Buccaneers 14,12,97,8,51,3,36,1,10
New Orleans,09/20/2015,2.0,Carl Cheffers,Tampa Bay Buccaneers 26 @ New Orleans Saints 19,11,90,7,60,4,30,0,0
Houston,09/27/2015,3.0,Bill Vinovich,Tampa Bay Buccaneers 9 @ Houston Texans 19,10,84,4,30,6,54,0,0
Carolina,10/04/2015,4.0,Gene Steratore,Carolina Panthers 37 @ Tampa Bay Buccaneers 23,5,48,3,30,2,18,0,0
Jacksonville,10/11/2015,5.0,Jerome Boger,Jacksonville Jaguars 31 @ Tampa Bay Buccaneers 38,10,72,6,40,3,22,1,10
Washington,10/25/2015,7.0,Jeff Triplette,Tampa Bay Buccaneers 30 @ Washington Redskins 31,16,142,8,80,7,56,1,6
Atlanta,11/01/2015,8.0,Ron Torbert,Tampa Bay Buccaneers 23 @ Atlanta Falcons 20,8,43,2,14,5,24,1,5
N.Y. Giants,11/08/2015,9.0,Clete Blakeman,New York Giants 32 @ Tampa Bay Buccaneers 18,9,79,1,10,6,53,2,16
Dallas,11/15/2015,10.0,Bill Vinovich,Dallas Cowboys 6 @ Tampa Bay Buccaneers 10,7,62,4,25,1,15,2,22
Philadelphia,11/22/2015,11.0,Brad Allen,Tampa Bay Buccaneers 45 @ Philadelphia Eagles 17,9,82,6,47,1,15,2,20
Indianapolis,11/29/2015,12.0,Walt Coleman,Tampa Bay Buccaneers 12 @ Indianapolis Colts 25,12,95,5,38,5,36,2,21
Atlanta,12/06/2015,13.0,Ed Hochuli,Atlanta Falcons 19 @ Tampa Bay Buccaneers 23,8,53,6,40,1,5,1,8
New Orleans,12/13/2015,14.0,Clete Blakeman,New Orleans Saints 24 @ Tampa Bay Buccaneers 17,8,80,3,35,3,25,2,20
St. Louis,12/17/2015,15.0,Jerome Boger,Tampa Bay Buccaneers 23 @ St. Louis Rams 31,9,56,6,37,2,17,1,2
Chicago,12/27/2015,16.0,Pete Morelli,Chicago Bears 26 @ Tampa Bay Buccaneers 21,4,47,1,10,2,27,1,10
Carolina,01/03/2016,17.0,Jerome Boger,Tampa Bay Buccaneers 10 @ Carolina Panthers 38,5,65,3,40,2,25,0,0
Totals,,,,,143,1195,73,587,53,458,17,150
