Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
San Francisco,09/10/2023,1,Alex Kemp,San Francisco 49ers 30 @ Pittsburgh Steelers 7,6,60,2,20,1,15,3,25
Cleveland,09/18/2023,2,Ron Torbert,Cleveland Browns 22 @ Pittsburgh Steelers 26,5,31,2,10,2,16,1,5
Las Vegas,09/24/2023,3,Tra Blake,Pittsburgh Steelers 23 @ Las Vegas Raiders 18,6,45,1,5,3,15,2,25
Houston,10/01/2023,4,Bill Vinovich,Pittsburgh Steelers 6 @ Houston Texans 30,2,18,1,10,1,8,0,0
Baltimore,10/08/2023,5,Carl Cheffers,Baltimore Ravens 10 @ Pittsburgh Steelers 17,3,30,0,0,2,20,1,10
LA Rams,10/22/2023,7,Craig Wrolstad,Pittsburgh Steelers 24 @ Los Angeles Rams 17,8,76,4,56,4,20,0,0
Jacksonville,10/29/2023,8,Alan Eck,Jacksonville Jaguars 20 @ Pittsburgh Steelers 10,6,52,1,5,4,42,1,5
Tennessee,11/02/2023,9,John Hussey,Tennessee Titans 16 @ Pittsburgh Steelers 20,10,80,3,15,6,50,1,15
Green Bay,11/12/2023,10,Scott Novak,Green Bay Packers 19 @ Pittsburgh Steelers 23,3,27,2,20,1,7,0,0
Cleveland,11/19/2023,11,Shawn Hochuli,Pittsburgh Steelers 10 @ Cleveland Browns 13,6,46,2,15,4,31,0,0
Cincinnati,11/26/2023,12,Brad Rogers,Pittsburgh Steelers 16 @ Cincinnati Bengals 10,5,55,2,20,1,15,2,20
Arizona,12/03/2023,13,Land Clark,Arizona Cardinals 24 @ Pittsburgh Steelers 10,9,77,3,15,4,32,2,30
New England,12/07/2023,14,Clay Martin,New England Patriots 21 @ Pittsburgh Steelers 18,1,5,0,0,0,0,1,5
Indianapolis,12/16/2023,15,Adrian Hill,Pittsburgh Steelers 13 @ Indianapolis Colts 30,8,101,5,45,3,56,0,0
Cincinnati,12/23/2023,16,Craig Wrolstad,Cincinnati Bengals 11 @ Pittsburgh Steelers 34,2,15,1,10,1,5,0,0
Seattle,12/31/2023,17,Shawn Hochuli,Pittsburgh Steelers 30 @ Seattle Seahawks 23,2,10,2,10,0,0,0,0
Baltimore,01/06/2024,18,Brad Allen,Pittsburgh Steelers 17 @ Baltimore Ravens 10,4,25,2,10,0,0,2,15
Buffalo,01/14/2024,Wildcard Weekend,Carl Cheffers,Pittsburgh Steelers 17 @ Buffalo Bills 31,6,50,3,15,2,20,1,15
Totals,,,,,92,803,36,281,39,352,17,170
