Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Houston,09/11/2022,1.0,Land Clark,Indianapolis Colts 20 @ Houston Texans 20,7,89,2,10,3,69,2,10
Jacksonville,09/18/2022,2.0,Alex Kemp,Indianapolis Colts 0 @ Jacksonville Jaguars 24,5,30,3,20,2,10,0,0
Kansas City,09/25/2022,3.0,Shawn Smith,Kansas City Chiefs 17 @ Indianapolis Colts 20,4,34,1,10,2,9,1,15
Tennessee,10/02/2022,4.0,Scott Novak,Tennessee Titans 24 @ Indianapolis Colts 17,7,50,3,20,4,30,0,0
Denver,10/06/2022,5.0,Brad Rogers,Indianapolis Colts 12 @ Denver Broncos 9,8,64,6,45,1,14,1,5
Jacksonville,10/16/2022,6.0,Jerome Boger,Jacksonville Jaguars 27 @ Indianapolis Colts 34,7,52,3,30,4,22,0,0
Tennessee,10/23/2022,7.0,Ron Torbert,Indianapolis Colts 10 @ Tennessee Titans 19,4,28,1,5,3,23,0,0
Washington,10/30/2022,8.0,Craig Wrolstad,Washington Commanders 17 @ Indianapolis Colts 16,3,25,3,25,0,0,0,0
New England,11/06/2022,9.0,Clay Martin,Indianapolis Colts 3 @ New England Patriots 26,2,15,1,10,1,5,0,0
Las Vegas,11/13/2022,10.0,Tra Blake,Indianapolis Colts 25 @ Las Vegas Raiders 20,4,25,2,10,1,5,1,10
Philadelphia,11/20/2022,11.0,Land Clark,Philadelphia Eagles 17 @ Indianapolis Colts 16,8,90,6,45,2,45,0,0
Pittsburgh,11/28/2022,12.0,Bill Vinovich,Pittsburgh Steelers 24 @ Indianapolis Colts 17,2,20,1,5,1,15,0,0
Dallas,12/04/2022,13.0,Carl Cheffers,Indianapolis Colts 19 @ Dallas Cowboys 54,6,88,2,10,2,59,2,19
Minnesota,12/17/2022,15.0,Tra Blake,Indianapolis Colts 36 @ Minnesota Vikings 39,11,103,1,5,8,88,2,10
LA Chargers,12/26/2022,16.0,Clay Martin,Los Angeles Chargers 20 @ Indianapolis Colts 3,2,11,2,11,0,0,0,0
N.Y. Giants,01/01/2023,17.0,Craig Wrolstad,Indianapolis Colts 10 @ New York Giants 38,7,60,3,30,2,15,2,15
Houston,01/08/2023,18.0,Jerome Boger,Houston Texans 32 @ Indianapolis Colts 31,2,10,2,10,0,0,0,0
Totals,,,,,89,794,42,301,36,409,11,84
