Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Green Bay,09/09/2018,1,Carl Cheffers,Chicago Bears 23 @ Green Bay Packers 24,5,35,2,15,0,0,3,20
Seattle,09/17/2018,2,Walt Coleman,Seattle Seahawks 17 @ Chicago Bears 24,7,55,4,25,1,5,2,25
Arizona,09/23/2018,3,Bill Vinovich,Chicago Bears 16 @ Arizona Cardinals 14,7,45,4,30,3,15,0,0
Tampa Bay,09/30/2018,4,Jerome Boger,Tampa Bay Buccaneers 10 @ Chicago Bears 48,4,38,1,5,2,23,1,10
Miami,10/14/2018,6,Walt Anderson,Chicago Bears 28 @ Miami Dolphins 31,6,58,3,20,2,23,1,15
New England,10/21/2018,7,Clay Martin,New England Patriots 38 @ Chicago Bears 31,5,40,3,15,1,15,1,10
N.Y. Jets,10/28/2018,8,Clete Blakeman,New York Jets 10 @ Chicago Bears 24,2,25,0,0,1,15,1,10
Buffalo,11/04/2018,9,Shawn Smith,Chicago Bears 41 @ Buffalo Bills 9,14,129,5,35,8,84,1,10
Detroit,11/11/2018,10,Alex Kemp,Detroit Lions 22 @ Chicago Bears 34,6,46,2,20,4,26,0,0
Minnesota,11/18/2018,11,John Parry,Minnesota Vikings 20 @ Chicago Bears 25,5,46,2,20,3,26,0,0
Detroit,11/22/2018,12,Brad Allen,Chicago Bears 23 @ Detroit Lions 16,3,20,2,15,1,5,0,0
N.Y. Giants,12/02/2018,13,Clay Martin,Chicago Bears 27 @ New York Giants 30,8,58,5,35,1,8,2,15
LA Rams,12/09/2018,14,Craig Wrolstad,Los Angeles Rams 6 @ Chicago Bears 15,6,45,5,40,0,0,1,5
Green Bay,12/16/2018,15,John Hussey,Green Bay Packers 17 @ Chicago Bears 24,4,24,4,24,0,0,0,0
San Francisco,12/23/2018,16,Alex Kemp,Chicago Bears 14 @ San Francisco 49ers 9,4,30,2,10,0,0,2,20
Minnesota,12/30/2018,17,Clete Blakeman,Chicago Bears 24 @ Minnesota Vikings 10,11,102,5,36,5,51,1,15
Philadelphia,01/06/2019,Wildcard Weekend,Tony Corrente,Philadelphia Eagles 16 @ Chicago Bears 15,3,52,0,0,3,52,0,0
Totals,,,,,100,848,49,345,35,348,16,155
