Opponent,Date,Week,Ref Crew,Outcome,Total Count,Total Yards,Off Count,Off Yards,Def Count,Def Yards,ST Count,ST Yards
Chicago,09/05/2019,1,Tony Corrente,Green Bay Packers 10 @ Chicago Bears 3,10,71,5,35,3,26,2,10
Minnesota,09/15/2019,2,John Hussey,Minnesota Vikings 16 @ Green Bay Packers 21,6,35,4,25,1,5,1,5
Denver,09/22/2019,3,Brad Rogers,Denver Broncos 16 @ Green Bay Packers 27,7,53,5,33,0,0,2,20
Philadelphia,09/26/2019,4,Clay Martin,Philadelphia Eagles 34 @ Green Bay Packers 27,5,50,3,20,2,30,0,0
Dallas,10/06/2019,5,Ron Torbert,Green Bay Packers 34 @ Dallas Cowboys 24,9,78,5,40,4,38,0,0
Detroit,10/14/2019,6,Clete Blakeman,Detroit Lions 22 @ Green Bay Packers 23,6,48,4,35,1,3,1,10
Oakland,10/20/2019,7,Alex Kemp,Oakland Raiders 24 @ Green Bay Packers 42,3,20,2,15,1,5,0,0
Kansas City,10/27/2019,8,Bill Vinovich,Green Bay Packers 31 @ Kansas City Chiefs 24,4,25,3,20,1,5,0,0
LA Chargers,11/03/2019,9,Adrian Hill,Green Bay Packers 11 @ Los Angeles Chargers 26,8,45,5,30,0,0,3,15
Carolina,11/10/2019,10,Jerome Boger,Carolina Panthers 16 @ Green Bay Packers 24,10,64,7,49,2,5,1,10
San Francisco,11/24/2019,12,Carl Cheffers,Green Bay Packers 8 @ San Francisco 49ers 37,5,50,4,45,1,5,0,0
N.Y. Giants,12/01/2019,13,Craig Wrolstad,Green Bay Packers 31 @ New York Giants 13,7,54,4,30,3,24,0,0
Washington,12/08/2019,14,Clay Martin,Washington Redskins 15 @ Green Bay Packers 20,5,34,2,10,3,24,0,0
Chicago,12/15/2019,15,Scott Novak,Chicago Bears 13 @ Green Bay Packers 21,4,30,2,20,1,5,1,5
Minnesota,12/23/2019,16,Bill Vinovich,Green Bay Packers 23 @ Minnesota Vikings 10,2,20,1,10,0,0,1,10
Detroit,12/29/2019,17,Shawn Hochuli,Green Bay Packers 23 @ Detroit Lions 20,9,97,4,30,4,57,1,10
Seattle,01/12/2020,Divisional Playoffs,Clete Blakeman,Seattle Seahawks 23 @ Green Bay Packers 28,4,30,2,20,2,10,0,0
San Francisco,01/19/2020,Conference Championships,John Hussey,Green Bay Packers 20 @ San Francisco 49ers 37,6,46,3,20,3,26,0,0
Totals,,,,,110,850,65,487,32,268,13,95
